Lat_Lon,Crime_Rating
"(40.763070772, -73.996687591)",61.1
"(40.76307077200005, -73.99668759099995)",7.0
"(40.763122363, -73.962516552)",68.5
"(40.76312236300004, -73.96251655199995)",14.0
"(40.76312297000004, -73.99965129199995)",8.4
"(40.763126023, -73.965444156)",8.5
"(40.763128243, -73.992933322)",30.6
"(40.76312824300004, -73.99293332199994)",14.1
"(40.763132867, -73.984204653)",121.8
"(40.76313286700002, -73.98420465299995)",14.2
"(40.763151029, -73.966472956)",29.4
"(40.763173282, -73.967501759)",22.6
"(40.763173282000025, -73.96750175899997)",7.0
"(40.76317376900005, -73.98235638799997)",7.0
"(40.763180102, -73.989182658)",52.2
"(40.763184533, -73.968480029)",11.5
"(40.76318453300007, -73.96848002899996)",19.9
"(40.763190286, -73.969458302)",7.1
"(40.76319157, -73.997936601)",91.5
"(40.76320272700008, -73.95686344199999)",7.1
"(40.763237327, -73.985421157)",46.5
"(40.76323732700007, -73.98542115699998)",7.2
"(40.763245332, -73.960881208)",32.3
"(40.76324533200005, -73.960881208)",8.5
"(40.763278173, -73.969671245)",7.0
"(40.76328117400004, -73.97066034999993)",7.1
"(40.763284165, -73.971642236)",18.6
"(40.76328416500007, -73.97164223599998)",7.1
"(40.763288941, -73.981666871)",7.1
"(40.763320094, -73.972667428)",39.3
"(40.76332009400005, -73.97266742799998)",7.1
"(40.763320339, -73.973717904)",9.2
"(40.763343177, -73.977912578)",27.799999999999997
"(40.76334317700002, -73.97791257799997)",7.1
"(40.763373767, -73.959242245)",57.0
"(40.76337376700008, -73.95924224499998)",14.4
"(40.763374205, -73.9828184)",23.1
"(40.76337420500005, -73.98281839999999)",14.1
"(40.76337939300004, -73.98090515999998)",4.5
"(40.763383666, -73.996460153)",150.6
"(40.76338366600004, -73.99646015299999)",14.8
"(40.763406514, -73.979028012)",74.8
"(40.763406514000046, -73.97902801199997)",8.5
"(40.763432445, -73.962292564)",30.9
"(40.763438384, -73.992702257)",83.9
"(40.76343838400004, -73.99270225699998)",28.5
"(40.763438853, -73.96521296)",59.6
"(40.763438853000025, -73.96521295999997)",4.5
"(40.763465697, -73.990828721)",161.3
"(40.76346569700007, -73.99082872099996)",16.0
"(40.763488862, -73.967274182)",29.7
"(40.76348886200003, -73.96727418199998)",11.5
"(40.76349298, -73.988947964)",135.6
"(40.76349298000007, -73.98894796399996)",18.0
"(40.763522977, -73.987074425)",103.1
"(40.763522977000044, -73.98707442499993)",47.2
"(40.763524154, -73.9576538)",39.1
"(40.76352415400004, -73.95765379999993)",20.1
"(40.763552943, -73.985193665)",111.7
"(40.76355294300004, -73.98519366499994)",29.799999999999997
"(40.763555304, -73.969339008)",46.5
"(40.76355530400008, -73.96933900799998)",9.0
"(40.763559272, -73.994933158)",93.2
"(40.76355927200007, -73.99493315799998)",13.0
"(40.763592072, -73.963635356)",31.0
"(40.763592072000044, -73.96363535599994)",14.1
"(40.763592113, -73.993070449)",22.6
"(40.763592113000065, -73.99307044899997)",14.0
"(40.763597009, -73.97141107)",56.8
"(40.76359700900008, -73.97141107)",13.0
"(40.763601805, -73.981435752)",29.5
"(40.763601805000064, -73.98143575199998)",28.2
"(40.763652863, -73.97558409)",101.5
"(40.76365286300006, -73.97558408999998)",20.5
"(40.76365329, -73.977688661)",82.4
"(40.763653290000036, -73.97768866099993)",4.5
"(40.763666118, -73.973465073)",101.89999999999999
"(40.76366611800007, -73.97346507299993)",8.5
"(40.763674528, -73.956083398)",24.0
"(40.76369656, -73.996232713)",50.9
"(40.76369656000002, -73.99623271299998)",17.0
"(40.763706293, -73.98264504)",11.6
"(40.763742526, -73.962064965)",34.8
"(40.763742526000044, -73.96206496499997)",4.5
"(40.76375127, -73.992474798)",71.5
"(40.76375127000005, -73.992474798)",22.7
"(40.763751685, -73.964985373)",22.6
"(40.763775077, -73.983778532)",36.8
"(40.76377507700005, -73.98377853199997)",11.6
"(40.763776696, -73.966014183)",16.8
"(40.763776696000036, -73.96601418299997)",15.6
"(40.763792658, -73.997416757)",232.2
"(40.76379265800006, -73.99741675699995)",17.0
"(40.763800684, -73.973786302)",16.1
"(40.76380472, -73.968028497)",29.9
"(40.763804720000046, -73.96802849699996)",7.0
"(40.763808604, -73.988724098)",50.2
"(40.763808604000076, -73.98872409799998)",18.7
"(40.763815966, -73.969006777)",22.2
"(40.76381596600004, -73.96900677699995)",8.5
"(40.763821466, -73.981951906)",7.1
"(40.763865814, -73.984962561)",15.4
"(40.76386581400004, -73.98496256099996)",39.7
"(40.763873723, -73.96042599)",74.1
"(40.76387372300008, -73.96042598999998)",7.0
"(40.76390110800003, -73.96921250199993)",14.3
"(40.763906857, -73.970198007)",4.5
"(40.763906857000045, -73.97019800699996)",7.0
"(40.763909853, -73.971187121)",22.9
"(40.763917413, -73.981208238)",29.6
"(40.76394029800008, -73.97221593399996)",7.1
"(40.763976222, -73.973241135)",49.1
"(40.763976222000046, -73.97324113499997)",15.6
"(40.76398734, -73.955852156)",26.0
"(40.76399359, -73.977443073)",22.5
"(40.763999405, -73.958783402)",79.3
"(40.76399940500005, -73.95878340199994)",4.5
"(40.764005117, -73.980446521)",7.0
"(40.764006707, -73.99600527)",85.1
"(40.76400670700008, -73.99600526999996)",4.5
"(40.764032233, -73.978572965)",52.7
"(40.76403223300008, -73.97857296499996)",8.5
"(40.764041126, -73.982471676)",52.8
"(40.764058097, -73.961837361)",8.4
"(40.76405809700003, -73.96183736099994)",11.6
"(40.764064156, -73.992243728)",101.9
"(40.76406415600008, -73.99224372799995)",16.1
"(40.764064517, -73.964757783)",36.0
"(40.76406451700007, -73.96475778299998)",27.799999999999997
"(40.764069376, -73.955057919)",30.0
"(40.76406937600007, -73.95505791899996)",15.4
"(40.764094207, -73.990370175)",63.6
"(40.76409420700002, -73.99037017499995)",26.4
"(40.764114533, -73.966815414)",32.2
"(40.76411453300005, -73.96681541399995)",16.0
"(40.764118737, -73.98849301)",62.9
"(40.76411873700005, -73.98849300999996)",16.0
"(40.764121482000064, -73.98849661999998)",8.5
"(40.764148726, -73.986612233)",122.8
"(40.76414872600003, -73.98661223299997)",31.6
"(40.764149789, -73.957202162)",25.5
"(40.764170007, -73.968891094)",31.0
"(40.76417000700008, -73.96889109399994)",7.0
"(40.764178685, -73.984735064)",54.1
"(40.76417868500005, -73.98473506399995)",4.5
"(40.764190543, -73.994489089)",40.2
"(40.76419054300004, -73.99448908899996)",31.0
"(40.76421773, -73.963183773)",28.5
"(40.76421773000004, -73.96318377299998)",8.5
"(40.764222697, -73.97095956)",52.6
"(40.764222697000044, -73.97095955999998)",7.0
"(40.764230276, -73.980980725)",67.6
"(40.764256331, -73.973872761)",44.0
"(40.764286326, -73.973017194)",52.4
"(40.76428632600005, -73.97301719399997)",9.0
"(40.764297406, -73.955617305)",61.9
"(40.764297406000026, -73.95561730499998)",17.5
"(40.76430019100008, -73.99205959399995)",7.1
"(40.764312223, -73.958552173)",17.9
"(40.764322345, -73.995774215)",65.1
"(40.76432234500004, -73.99577421499998)",8.5
"(40.764331145, -73.977197482)",122.9
"(40.76433114500002, -73.97719748199995)",33.0
"(40.764373666, -73.961609753)",71.6
"(40.76437366600004, -73.96160975299993)",13.0
"(40.764377346, -73.964526582)",21.2
"(40.764379785, -73.992016265)",60.8
"(40.764379785000074, -73.99201626499998)",42.9
"(40.764392433, -73.982345235)",4.5
"(40.76439243300007, -73.98234523499997)",7.1
"(40.764420034, -73.983377672)",55.5
"(40.764427367, -73.966587832)",11.5
"(40.764430393, -73.967569734)",32.6
"(40.764434359, -73.988265529)",39.0
"(40.76443435900006, -73.988265529)",24.1
"(40.764436155, -73.968555246)",22.5
"(40.764440407, -73.997023248)",64.4
"(40.764468014, -73.975406903)",25.7
"(40.764485638, -73.981597953)",27.1
"(40.764485638000046, -73.98159795299993)",15.5
"(40.764488811, -73.984511177)",18.6
"(40.764488811000035, -73.98451117699994)",8.4
"(40.764496621, -73.959967157)",13.0
"(40.764526789, -73.96876458)",11.6
"(40.764535539, -73.970728388)",7.0
"(40.76453553900007, -73.97072838799994)",7.0
"(40.764540395, -73.980756819)",30.0
"(40.76454039500004, -73.98075681899996)",22.6
"(40.764565988, -73.971757209)",18.6
"(40.76457741300004, -73.97363798799995)",4.5
"(40.76459642800006, -73.972786032)",7.0
"(40.764625041, -73.958324552)",15.6
"(40.764625041000045, -73.95832455199997)",16.1
"(40.764635237, -73.995546768)",99.2
"(40.76463523700004, -73.99554676799994)",22.5
"(40.764655758, -73.952581095)",11.6
"(40.7646687, -73.97695189)",14.1
"(40.764683745, -73.961378537)",17.6
"(40.76468374500007, -73.96137853699997)",7.0
"(40.764690176, -73.964298988)",31.7
"(40.764690176000045, -73.96429898799995)",4.5
"(40.76469267, -73.9917888)",67.6
"(40.764692670000045, -73.99178879999994)",15.4
"(40.764704604, -73.978092624)",73.0
"(40.764719969, -73.989915229)",104.8
"(40.764719969000055, -73.98991522899996)",21.1
"(40.764740202, -73.966360247)",29.0
"(40.76474020200004, -73.96636024699995)",20.6
"(40.764743741, -73.982218794)",57.9
"(40.764744491, -73.988034437)",23.3
"(40.764744491000044, -73.98803443699995)",8.5
"(40.764774473, -73.986157253)",94.9
"(40.764774473000045, -73.986157253)",14.1
"(40.764775419, -73.956743295)",58.0
"(40.764795683, -73.968432338)",46.0
"(40.764798936, -73.984283677)",64.3
"(40.764798936000034, -73.98428367699995)",7.1
"(40.764813576, -73.994023352)",31.0
"(40.764813576000044, -73.99402335199994)",21.0
"(40.764818269, -73.985189773)",1536.6
"(40.764818269000045, -73.98518977299993)",8.4
"(40.764846128, -73.96272496)",18.5
"(40.764846128000045, -73.96272495999993)",6.4
"(40.76484838, -73.970497212)",13.5
"(40.764850512, -73.980529302)",20.5
"(40.764906528, -73.972554868)",62.599999999999994
"(40.76490652800004, -73.97255486799997)",6.4
"(40.764925775000044, -73.95515841999998)",8.5
"(40.764925776, -73.95516203)",13.0
"(40.764925776000034, -73.95516202999994)",8.5
"(40.76493786, -73.958096927)",15.5
"(40.764948129, -73.995319319)",58.0
"(40.76494812900006, -73.99531931899996)",10.9
"(40.764967424, -73.998254224)",16.8
"(40.764996569, -73.961150927)",25.9
"(40.76499656900006, -73.96115092699995)",28.3
"(40.765003509, -73.976706297)",69.4
"(40.765005554, -73.991561334)",144.9
"(40.76500555400003, -73.99156133399998)",49.4
"(40.765024079, -73.98483595)",499.90000000000003
"(40.76502407900006, -73.98483594999993)",221.1
"(40.765028025, -73.965100221)",24.0
"(40.76502802500005, -73.96510022099994)",7.0
"(40.765053036, -73.966132661)",15.3
"(40.765056064, -73.967110962)",27.2
"(40.765060113, -73.987806951)",57.1
"(40.76506011300006, -73.98780695099998)",7.0
"(40.76506183, -73.968092873)",25.5
"(40.765061830000036, -73.968092873)",8.5
"(40.765066196, -73.996561142)",43.3
"(40.76506619600008, -73.99656114199998)",7.0
"(40.76508421, -73.983020118)",15.5
"(40.765106029, -73.982103178)",13.7
"(40.765114549, -73.984052564)",14.3
"(40.76511454900003, -73.98405256399997)",23.9
"(40.765117318, -73.95367098)",7.1
"(40.765122262, -73.959508314)",39.0
"(40.765129396, -73.974937363)",41.2
"(40.76512939600008, -73.97493736299998)",8.4
"(40.765152466, -73.968309428)",25.5
"(40.76515246600008, -73.96830942799994)",8.5
"(40.765158221, -73.969291341)",38.2
"(40.765186186000044, -73.97129847799994)",4.5
"(40.765190819, -73.980283724)",22.5
"(40.765238586, -73.954930781)",7.1
"(40.76523858600007, -73.95493078099996)",7.1
"(40.765245653, -73.952039177)",30.4
"(40.765250677, -73.957869302)",65.2
"(40.76525067700004, -73.95786930199995)",25.0
"(40.765261019, -73.995088258)",65.5
"(40.765261019000036, -73.99508825799995)",14.2
"(40.765281372, -73.952129401)",129.2
"(40.76528137200007, -73.95212940099998)",39.9
"(40.765291116, -73.993211061)",72.2
"(40.76529111600007, -73.99321106099995)",22.7
"(40.765318438, -73.991333864)",146.0
"(40.765318438000065, -73.99133386399996)",16.1
"(40.76531858, -73.963843792)",34.9
"(40.76531858000004, -73.96384379199996)",7.0
"(40.765342984, -73.989456666)",50.6
"(40.76534298400002, -73.98945666599997)",25.7
"(40.765343809, -73.976471528)",37.1
"(40.765365869, -73.965901462)",13.0
"(40.76537299, -73.987579465)",60.6
"(40.76537299000006, -73.98757946499995)",7.0
"(40.765397475, -73.985702264)",123.1
"(40.765397475000036, -73.98570226399994)",20.0
"(40.765401049, -73.956288029)",30.0
"(40.76540104900005, -73.95628802899995)",8.5
"(40.765418613, -73.967969963)",7.0
"(40.765421359, -73.967977181)",47.2
"(40.76542135900007, -73.96797718099998)",21.1
"(40.765427419, -73.98382506)",76.8
"(40.76542741900005, -73.98382505999997)",9.0
"(40.765463555, -73.962291414)",24.1
"(40.765463555000046, -73.96229141399994)",20.0
"(40.765468318, -73.981991171)",18.5
"(40.765468318000046, -73.98199117099993)",20.1
"(40.765476809, -73.970042073)",22.0
"(40.765526731, -73.972099752)",27.0
"(40.76552673100008, -73.97209975199996)",14.1
"(40.76552838, -73.980038144)",59.1
"(40.765528380000035, -73.98003814399993)",16.1
"(40.765538320000076, -73.99767299899997)",8.4
"(40.765554142, -73.954703137)",39.9
"(40.76555414200004, -73.95470313699997)",4.5
"(40.765563494, -73.957641673)",16.8
"(40.76556349400005, -73.95764167299996)",17.0
"(40.765604885, -73.978124818)",39.6
"(40.765617688, -73.96362342)",8.4
"(40.765622215, -73.960692092)",31.7
"(40.765622215000064, -73.960692092)",21.2
"(40.765631321, -73.991106394)",56.9
"(40.76563132100006, -73.99110639399998)",38.1
"(40.765656432, -73.96464503)",23.9
"(40.76565643200007, -73.96464502999999)",7.1
"(40.765678701, -73.965673872)",7.0
"(40.765681734, -73.966655793)",53.7
"(40.76568173400005, -73.96665579299997)",13.0
"(40.765684109, -73.976236757)",104.2
"(40.76568410900006, -73.976236757)",9.0
"(40.765685865, -73.987351977)",27.0
"(40.765687503, -73.967634102)",15.5
"(40.76568750300004, -73.96763410199996)",7.1
"(40.765726456, -73.953190425)",59.0
"(40.76572645600004, -73.95319042499993)",7.1
"(40.765740286, -73.983597552)",24.0
"(40.76574028600004, -73.98359755199994)",8.5
"(40.765750647, -73.95905307)",14.1
"(40.76575064700007, -73.95905306999998)",8.5
"(40.76576211, -73.982680604)",27.5
"(40.765762110000026, -73.98268060399994)",11.6
"(40.76577814, -73.96785066)",7.1
"(40.76577814000007, -73.96785065999995)",8.5
"(40.765781154, -73.968832581)",34.0
"(40.765786905, -73.969814503)",15.6
"(40.765811874, -73.970846957)",16.2
"(40.76581187400007, -73.97084695699994)",6.4
"(40.765836833, -73.9718758)",9.2
"(40.765845375, -73.963222583)",7.0
"(40.765868685, -73.979792561)",28.2
"(40.765876311, -73.957414043)",40.6
"(40.765876311000056, -73.95741404299997)",11.7
"(40.765882762, -73.981918858)",23.0
"(40.76588276200005, -73.98191885799997)",4.5
"(40.765889545, -73.994633349)",104.3
"(40.76588954500005, -73.99463334899998)",13.7
"(40.765912797, -73.980944144)",34.1
"(40.765914145, -73.992756136)",140.2
"(40.765914145000075, -73.99275613599998)",55.3
"(40.76591954, -73.963403043)",32.0
"(40.765935038, -73.960464475)",14.0
"(40.765941459, -73.990878921)",74.9
"(40.76594145900003, -73.99087892099999)",14.2
"(40.765971488, -73.989001703)",55.0
"(40.76597148800005, -73.98900170299999)",24.2
"(40.765991534, -73.965446279)",17.5
"(40.76599153400008, -73.96544627899993)",11.5
"(40.765998741, -73.987124485)",88.9
"(40.766025962, -73.985243655)",90.1
"(40.76602596200007, -73.98524365499998)",15.5
"(40.766026675000035, -73.95582914399995)",7.1
"(40.76604703200008, -73.96751840699994)",17.0
"(40.766047033, -73.967522017)",32.5
"(40.766053154, -73.983366434)",61.9
"(40.766053154000076, -73.98336643399993)",9.0
"(40.766094687, -73.961810922)",15.5
"(40.76609468700008, -73.96181092199998)",7.1
"(40.766099746, -73.96958693)",24.0
"(40.766149677, -73.971648237)",36.3
"(40.766174274, -73.954247851)",89.1
"(40.766174274000036, -73.95424785099993)",4.5
"(40.766189127, -73.957186411)",8.4
"(40.76619969, -73.994402282)",57.1
"(40.766199690000064, -73.99440228199995)",7.0
"(40.766206245, -73.979546975)",50.9
"(40.766206245000035, -73.97954697499993)",7.1
"(40.76624334400003, -73.96316821299997)",9.2
"(40.766247858, -73.960233248)",50.1
"(40.76624785800004, -73.96023324799995)",7.0
"(40.766257086, -73.990651445)",8.5
"(40.766268372, -73.964197061)",32.5
"(40.76626837200007, -73.96419706099994)",7.1
"(40.766282747, -73.97765529)",113.3
"(40.766294463, -73.981850155)",83.5
"(40.766294463000065, -73.98185015499998)",12.9
"(40.766304367, -73.965218683)",22.6
"(40.766310148, -73.966200613)",8.4
"(40.766311615, -73.986893382)",25.7
"(40.76631161500006, -73.98689338199993)",27.2
"(40.766313176, -73.967178933)",25.5
"(40.766317768, -73.995651347)",62.199999999999996
"(40.766376284, -73.958594209)",41.0
"(40.766387978, -73.983124476)",14.1
"(40.76640107, -73.967399103)",17.0
"(40.76640107000002, -73.96739910299993)",8.5
"(40.766406832, -73.968377423)",32.6
"(40.766412587, -73.969359353)",9.0
"(40.76641258700005, -73.96935935299997)",7.0
"(40.766437558, -73.970384596)",32.5
"(40.766461889, -73.952803632)",36.9
"(40.766465266, -73.971417059)",6.4
"(40.766500315, -73.981828439)",7.0
"(40.766501943, -73.956958776)",68.0
"(40.76650194300004, -73.95695877599996)",15.6
"(40.766508632, -73.982362725)",15.5
"(40.76650863200007, -73.98236272499997)",22.6
"(40.766512579, -73.994174822)",95.8
"(40.76651257900005, -73.99417482199993)",15.6
"(40.766517267, -73.953998521)",11.7
"(40.76651726700004, -73.95399852099996)",7.0
"(40.766542661, -73.9923012)",56.9
"(40.76654266100008, -73.99230119999999)",32.5
"(40.76655446500007, -73.95101658799997)",8.4
"(40.766563425, -73.960005625)",7.0
"(40.76656342500007, -73.96000562499995)",7.0
"(40.766567148, -73.962929769)",55.5
"(40.76656714800004, -73.96292976899997)",7.1
"(40.766569968, -73.990423968)",45.599999999999994
"(40.766569968000056, -73.99042396799997)",16.0
"(40.766597244, -73.988543123)",77.1
"(40.766617198, -73.964991087)",25.8
"(40.766624489, -73.986662276)",75.8
"(40.76662448900004, -73.98666227599993)",23.3
"(40.766649556, -73.955373864)",41.0
"(40.76664955600006, -73.95537386399997)",17.0
"(40.766651704, -73.984785038)",93.7
"(40.766651704000026, -73.98478503799998)",44.5
"(40.76666206, -73.980633464)",39.4
"(40.766662060000044, -73.98063346399994)",4.5
"(40.766675449, -73.967066842)",16.8
"(40.76667544900005, -73.96706684199995)",8.5
"(40.766706163, -73.981785062)",35.1
"(40.766720335, -73.961352086)",59.5
"(40.7667228, -73.982878908)",150.7
"(40.766722800000025, -73.98287890799998)",55.2
"(40.766725427, -73.969131776)",22.5
"(40.76672542700004, -73.96913177599998)",11.6
"(40.766775365, -73.971189491)",4.5
"(40.76678715500003, -73.99676321699997)",4.5
"(40.766814757, -73.95672753)",34.2
"(40.76681475700008, -73.95672752999997)",7.0
"(40.766828213, -73.99395097)",32.7
"(40.766828213000046, -73.99395096999997)",17.0
"(40.766860261, -73.95374919)",42.4
"(40.76686026100003, -73.95374918999994)",17.0
"(40.766876247, -73.959778003)",28.4
"(40.76687624700002, -73.95977800299994)",19.9
"(40.766879975, -73.962702161)",17.7
"(40.766879975000045, -73.96270216099998)",8.5
"(40.766882849, -73.990192877)",36.2
"(40.76688284900007, -73.99019287699997)",4.5
"(40.766884112, -73.979077458)",59.3
"(40.76688411200007, -73.97907745799995)",17.4
"(40.766905006, -73.963731019)",72.1
"(40.76690500600006, -73.96373101899997)",36.5
"(40.766930028, -73.964759877)",8.4
"(40.766933069, -73.965741816)",17.0
"(40.76693306900006, -73.96574181599993)",11.5
"(40.766937363, -73.986434779)",76.2
"(40.76693736300007, -73.98643477899996)",22.5
"(40.766938061, -73.995200047)",44.0
"(40.766938846, -73.966723755)",4.5
"(40.766995642, -73.963922304)",180.3
"(40.76699564200004, -73.96392230399994)",154.3
"(40.767001921, -73.95813895)",22.5
"(40.76700192100003, -73.95813894999998)",8.5
"(40.767029763, -73.967925867)",24.6
"(40.767038265, -73.968900585)",18.5
"(40.76704623, -73.952102862)",42.4
"(40.76704623000006, -73.95210286199995)",4.5
"(40.767063109, -73.982622505)",31.0
"(40.76706324, -73.969929447)",24.0
"(40.76706324000003, -73.96992944699997)",8.5
"(40.767117864, -73.981719968)",47.4
"(40.76712757, -73.956496281)",53.0
"(40.76712757000007, -73.95649628099994)",17.5
"(40.767141101, -73.993719896)",36.2
"(40.76716843, -73.991842646)",24.0
"(40.76717676, -73.963806683)",520.6
"(40.76717676000004, -73.96380668299997)",9.0
"(40.767189068, -73.959550379)",15.5
"(40.767192801, -73.96247094)",66.0
"(40.76719280100008, -73.96247093999993)",7.0
"(40.767195731, -73.989965396)",69.1
"(40.76719573100007, -73.98996539599993)",7.0
"(40.767203253, -73.953499854)",21.3
"(40.76720325300005, -73.95349985399997)",7.1
"(40.767222999, -73.988084533)",27.1
"(40.767222999000076, -73.98808453299995)",16.2
"(40.767242859, -73.964532276)",32.2
"(40.767250236, -73.98620367)",117.6
"(40.767250236000045, -73.98620366999995)",11.5
"(40.767257898, -73.982044839)",7.0
"(40.767298374, -73.966608052)",20.0
"(40.767304504, -73.981698256)",7.0
"(40.76730450400004, -73.98169825599996)",8.5
"(40.7673241, -73.984297521)",178.2
"(40.767324100000046, -73.98429752099996)",18.6
"(40.767335547, -73.954875211)",33.9
"(40.767348727, -73.960896849)",36.0
"(40.76734872700007, -73.96089684899994)",17.7
"(40.767351104, -73.968673003)",31.5
"(40.767351104000056, -73.96867300299994)",15.5
"(40.767386613, -73.980286684)",24.5
"(40.76738661300004, -73.98028668399996)",22.5
"(40.76740105, -73.970730738)",4.5
"(40.76740891, -73.982380537)",135.6
"(40.76740891000002, -73.98238053699998)",4.5
"(40.767453989, -73.99349604)",8.5
"(40.767470568, -73.956246959)",23.9
"(40.767501886, -73.959319141)",30.3
"(40.76750188600005, -73.95931914099998)",7.1
"(40.767501887000044, -73.95932275099993)",7.0
"(40.767505626, -73.962243327)",36.6
"(40.76750562600006, -73.96224332699995)",8.5
"(40.76750861, -73.989734302)",29.7
"(40.76750861000005, -73.989734302)",7.0
"(40.767530663, -73.963275804)",8.5
"(40.7675435, -73.95325052)",22.5
"(40.767543500000045, -73.95325051999998)",15.5
"(40.767555689, -73.964304672)",22.5
"(40.76755568900006, -73.96430467199998)",8.5
"(40.767561478, -73.965286619)",16.9
"(40.767564513, -73.966264958)",7.2
"(40.767569331, -73.994734297)",49.3
"(40.76756933100006, -73.994734297)",8.5
"(40.76758781, -73.985961721)",14.1
"(40.767627555, -73.957680073)",26.0
"(40.76762755500005, -73.95768007299995)",8.5
"(40.767660926, -73.967467078)",19.4
"(40.76766092600008, -73.96746707799997)",8.5
"(40.767663942, -73.968445419)",14.0
"(40.767688839, -73.982153026)",23.299999999999997
"(40.767691668, -73.969477899)",17.9
"(40.767696543000056, -73.95164390899998)",13.5
"(40.767716255, -73.981954461)",13.899999999999999
"(40.76771625500004, -73.98195446099999)",4.5
"(40.767766877, -73.993264962)",49.7
"(40.76776687700004, -73.99326496199996)",8.4
"(40.767794199, -73.991387694)",49.5
"(40.767794199000036, -73.99138769399997)",25.5
"(40.767810823, -73.956001248)",115.1
"(40.76781082300005, -73.95600124799995)",33.1
"(40.767821197, -73.96201571)",20.799999999999997
"(40.767821197000046, -73.96201570999993)",17.5
"(40.767824235, -73.989506815)",81.7
"(40.767824235000035, -73.98950681499997)",9.0
"(40.767831532, -73.960109558)",7.1
"(40.767845164, -73.981362365)",13.7
"(40.76784516400005, -73.98136236499995)",11.7
"(40.767848752, -73.987629545)",226.7
"(40.76784875200008, -73.98762954499993)",28.2
"(40.767861796, -73.953019248)",25.4
"(40.767868519, -73.964077066)",42.0
"(40.76786851900005, -73.96407706599996)",14.1
"(40.767924042, -73.966152862)",9.0
"(40.76792404200007, -73.96615286199994)",20.0
"(40.767925383, -73.985716162)",102.9
"(40.76792538300003, -73.98571616199997)",50.1
"(40.76795511, -73.982362342)",124.1
"(40.76795511000005, -73.982362342)",37.2
"(40.76797678, -73.968217831)",26.4
"(40.768001981, -73.983791944)",71.9
"(40.76800198100005, -73.98379194399996)",17.0
"(40.768018791, -73.954376549)",72.2
"(40.76801879100003, -73.95437654899997)",17.0
"(40.768032226, -73.970282804)",20.7
"(40.76803222600006, -73.97028280399996)",16.8
"(40.76804147200004, -73.99584979199994)",16.2
"(40.768077019, -73.993037491)",17.0
"(40.76807701900003, -73.99303749099995)",7.0
"(40.768127526, -73.958863881)",69.6
"(40.768131275, -73.961780873)",9.2
"(40.76815382, -73.955751921)",7.1
"(40.76815382000007, -73.95575192099994)",11.5
"(40.768177347, -73.952787976)",39.0
"(40.76817734700006, -73.95278797599997)",14.2
"(40.76818714, -73.964827805)",22.5
"(40.76818714000007, -73.96482780499997)",7.0
"(40.768262955, -73.985466988)",23.2
"(40.768286596, -73.967008283)",25.3
"(40.768289617, -73.967986633)",6.4
"(40.76828961700004, -73.96798663299995)",8.4
"(40.768301263, -73.961224812)",37.1
"(40.76830126300007, -73.96122481199995)",4.5
"(40.768310811, -73.957181437)",22.6
"(40.76831081100005, -73.95718143699997)",24.0
"(40.768314602, -73.969022735)",8.4
"(40.76831460200003, -73.96902273499995)",7.0
"(40.768327633, -73.951170522)",42.5
"(40.768362493, -73.949267943)",7.0
"(40.768389905, -73.992806409)",60.8
"(40.76838990500005, -73.99280640899997)",7.1
"(40.768413435, -73.982055358)",4.5
"(40.76841343500007, -73.98205535799997)",4.5
"(40.76841722, -73.990929124)",66.4
"(40.76841722000006, -73.99092912399993)",18.6
"(40.768446847, -73.961560473)",37.7
"(40.768447249, -73.989051836)",65.7
"(40.768447249000076, -73.98905183599999)",24.0
"(40.768459916, -73.959647081)",8.5
"(40.76849029, -73.982069778)",55.0
"(40.768494072, -73.955502594)",41.4
"(40.76849407200007, -73.95550259399994)",11.7
"(40.768494175, -73.963618239)",32.2
"(40.76849564100007, -73.95255669999993)",8.5
"(40.768523904, -73.987138437)",96.9
"(40.76852390400006, -73.98713843699994)",42.6
"(40.768552452, -73.965694051)",52.9
"(40.768589119, -73.982185276)",13.0
"(40.768589119000076, -73.98218527599995)",7.1
"(40.768603271, -73.985217813)",68.4
"(40.76860327100008, -73.98521781299998)",8.5
"(40.768652643, -73.953914012)",80.6
"(40.768652643000046, -73.95391401199998)",15.7
"(40.768655164, -73.969827644)",55.3
"(40.76865516400005, -73.96982764399996)",25.7
"(40.768702791, -73.992578934)",24.1
"(40.768702791000074, -73.99257893399994)",35.0
"(40.768756925, -73.961329243)",8.5
"(40.768779223, -73.96235452)",7.0
"(40.768787573, -73.988806289)",8.5
"(40.76878757300005, -73.98880628899997)",8.5
"(40.768807004, -73.963390626)",7.0
"(40.768809628, -73.955271331)",21.3
"(40.76880962800004, -73.95527133099996)",15.4
"(40.768810786, -73.958361645)",41.0
"(40.76881078600008, -73.95836164499997)",16.1
"(40.768812802, -73.964376202)",17.0
"(40.76881280200007, -73.96437620199998)",17.0
"(40.768813934, -73.952321811)",24.5
"(40.76881859, -73.965354557)",15.6
"(40.768829122, -73.993828043)",37.9
"(40.768838758, -73.981351257)",35.2
"(40.76883875800007, -73.98135125699997)",7.2
"(40.76889926, -73.982094939)",121.8
"(40.76889926000007, -73.98209493899996)",20.0
"(40.768909231, -73.965571122)",8.5
"(40.768918036, -73.967535057)",8.5
"(40.768918887, -73.984990302)",18.6
"(40.76891888700004, -73.98499030199997)",27.1
"(40.768932399, -73.960769563)",11.7
"(40.768943023, -73.968563949)",15.7
"(40.76894302300008, -73.96856394899999)",8.5
