Lat_Lon,Crime_Rating
"(40.736748666, -74.002043826)",8.5
"(40.73674866600004, -74.00204382599996)",7.0
"(40.73676439100007, -73.98675124699997)",8.5
"(40.73676777100008, -74.00539246199997)",8.5
"(40.736800183, -73.987750778)",21.1
"(40.73680018300007, -73.98775077799998)",7.0
"(40.736833222, -73.988750312)",38.6
"(40.73683322200003, -73.988750312)",8.4
"(40.736838873, -73.990543709)",69.8
"(40.736847435, -74.00371454)",27.4
"(40.73684743500007, -74.00371453999998)",20.4
"(40.736864707, -73.978527574)",200.3
"(40.736864707000045, -73.97852757399994)",18.7
"(40.736868993, -73.989706546)",29.9
"(40.73686899300003, -73.98970654599998)",7.1
"(40.736874935, -74.001278839)",9.2
"(40.73687493500006, -74.00127883899995)",14.1
"(40.736885788000045, -74.00553680899996)",4.5
"(40.736905131, -74.000871084)",14.2
"(40.736920136, -73.98161639)",12.9
"(40.736929691, -74.005796622)",8.5
"(40.736937773, -73.991705617)",7.0
"(40.736959992, -74.002927904)",32.5
"(40.73695999200004, -74.00292790399999)",8.5
"(40.736965335, -74.006500273)",17.0
"(40.736967968, -74.008253982)",15.6
"(40.736968027, -74.007377127)",72.6
"(40.736969967, -73.984510356)",32.8
"(40.73696996700004, -73.98451035599999)",8.4
"(40.736973397, -74.00905145)",14.0
"(40.73697339700004, -74.00905144999997)",8.5
"(40.73697606800005, -74.009953565)",8.5
"(40.736976082, -74.009787575)",23.9
"(40.736998463, -73.974886599)",54.900000000000006
"(40.73699846300008, -73.97488659899994)",20.6
"(40.737020196, -73.99288918)",18.7
"(40.73702019600006, -73.99288917999998)",24.0
"(40.737023123, -73.997093032)",62.4
"(40.73702312300003, -73.99709303199995)",15.6
"(40.73705595, -74.005814675)",7.0
"(40.737058054, -73.986534681)",28.5
"(40.73707529, -74.002137657)",31.0
"(40.737075290000064, -74.00213765699993)",8.5
"(40.737082284, -73.9829623)",91.6
"(40.737082284000046, -73.98296229999994)",54.2
"(40.737107841, -73.990323555)",106.39999999999999
"(40.73710784100007, -73.99032355499997)",7.1
"(40.737124701, -74.001802071)",22.5
"(40.737156669, -73.984946937)",26.2
"(40.737157086, -73.98858066)",37.2
"(40.737157086000025, -73.98858065999997)",9.0
"(40.737157089, -73.988605919)",7.0
"(40.737176856, -74.001462876)",11.6
"(40.737198761, -74.003790337)",8.5
"(40.737203099, -73.983272598)",294.9
"(40.737203099000055, -73.98327259799999)",160.0
"(40.737220665, -74.005183208)",7.0
"(40.737229716, -73.978296514)",29.6
"(40.73722971600006, -73.97829651399996)",11.5
"(40.737230258, -73.98139258)",50.2
"(40.737237248, -74.000647364)",70.4
"(40.73723724800004, -74.00064736399997)",21.0
"(40.737242852, -73.97537365)",7.0
"(40.737260883, -73.984297388)",22.2
"(40.73726177, -74.006493085)",8.5
"(40.737264403, -74.008232368)",8.5
"(40.737275257, -74.009830922)",8.5
"(40.73727567, -73.998763743)",117.0
"(40.73727567000003, -73.99876374299998)",23.9
"(40.737338572, -73.992654596)",34.0
"(40.737338572000056, -73.99265459599997)",8.5
"(40.73734062400007, -73.98538712899993)",7.0
"(40.737354463, -73.986328938)",22.6
"(40.73735446300003, -73.98632893799999)",8.5
"(40.737368855, -74.005731707)",23.9
"(40.737368955, -73.996840424)",344.0
"(40.73736895500008, -73.99684042399997)",29.0
"(40.737377112, -73.994733073)",132.4
"(40.73737711200005, -73.99473307299998)",15.5
"(40.737384769, -73.987321263)",4.5
"(40.73738476900007, -73.98732126299996)",7.0
"(40.737394661, -73.979725417)",74.3
"(40.737394661000046, -73.97972541699994)",42.3
"(40.737420557, -73.988324412)",8.5
"(40.737420557000064, -73.98832441199994)",7.0
"(40.737429371, -74.001618047)",17.7
"(40.73742937100008, -74.00161804699997)",7.0
"(40.737472885, -73.990229681)",27.799999999999997
"(40.737472885000045, -73.99022968099996)",14.1
"(40.737494377, -73.985755161)",7.0
"(40.73749437700008, -73.98575516099999)",8.5
"(40.737494769, -73.989396119)",29.1
"(40.737533354, -73.991279741)",62.199999999999996
"(40.737552815, -74.004349673)",14.0
"(40.737552832, -74.003866135)",21.4
"(40.737554542, -73.984084419)",67.5
"(40.73755554, -74.004829602)",8.4
"(40.737555641, -74.000416424)",45.8
"(40.73755564100002, -74.000416424)",7.1
"(40.737558203, -74.006489505)",32.3
"(40.737558266, -74.005259012)",15.4
"(40.737560838, -74.008207145)",74.4
"(40.73756083800004, -74.00820714499997)",14.0
"(40.737560897, -74.007348325)",15.5
"(40.737560991, -74.005688422)",8.4
"(40.737561785, -73.978054637)",29.799999999999997
"(40.737562334, -73.981150718)",47.8
"(40.737569013, -74.009011838)",15.5
"(40.73756901300004, -74.00901183799994)",25.5
"(40.737577187, -74.009744362)",89.9
"(40.737618736, -74.002819678)",35.9
"(40.737632247, -73.992441662)",21.5
"(40.737637031, -73.985184989)",8.5
"(40.737681886, -74.001769609)",15.4
"(40.73768188600008, -74.00176960899995)",7.1
"(40.737702531, -73.982514688)",24.1
"(40.737709693, -73.976488502)",28.5
"(40.737709693000056, -73.97648850199994)",8.5
"(40.737712042, -73.996591421)",61.9
"(40.737712042000055, -73.99659142099993)",15.5
"(40.737741676, -73.988158366)",48.4
"(40.737741676000034, -73.98815836599994)",11.6
"(40.73774302000004, -73.97848398899998)",8.5
"(40.737743991, -73.984531827)",25.5
"(40.73774399100006, -73.98453182699996)",7.0
"(40.737799131, -73.986480403)",44.7
"(40.73779913100003, -73.98648040299997)",4.5
"(40.737802645000045, -73.974745564)",7.0
"(40.73780499, -73.990124986)",15.5
"(40.73780499000002, -73.99012498599996)",4.5
"(40.737849241, -74.004504858)",30.9
"(40.737854681, -74.005641536)",22.5
"(40.737857273, -74.008181922)",16.8
"(40.73785727300003, -74.00818192199995)",8.5
"(40.737864667, -73.983857009)",29.299999999999997
"(40.737871899, -73.977830808)",12.6
"(40.73787189900003, -73.97783080799998)",7.1
"(40.737874032, -74.000185481)",102.8
"(40.73787403200004, -74.00018548099996)",32.7
"(40.737894408, -73.980905246)",123.4
"(40.737894408000045, -73.98090524599996)",30.1
"(40.737909699, -74.00190313)",16.2
"(40.737909699000056, -74.00190312999997)",7.1
"(40.737925921, -73.992225119)",46.5
"(40.737925921000055, -73.99222511899995)",4.5
"(40.73793343900008, -73.98498284699998)",8.5
"(40.737950134, -73.986834007)",16.9
"(40.73795013400007, -73.98683400699997)",7.1
"(40.737964597, -73.998262147)",264.09999999999997
"(40.73796459700003, -73.99826214699993)",21.3
"(40.737989018, -73.973540251)",28.4
"(40.737989018000064, -73.97354025099996)",4.5
"(40.7380024, -73.98789129)",37.5
"(40.73800240000002, -73.98789128999994)",15.5
"(40.738016617, -73.994263916)",113.3
"(40.73801661700002, -73.99426391599997)",38.1
"(40.738052384, -73.996338808)",67.6
"(40.73805238400007, -73.99633880799998)",9.0
"(40.7380817, -73.98532923)",26.3
"(40.7381231, -73.987256168)",8.5
"(40.738126035, -73.989107338)",11.6
"(40.73812603500005, -73.98910733799994)",13.0
"(40.738137511, -74.002033043)",7.1
"(40.738142943, -74.004176503)",22.6
"(40.738142981, -74.002953215)",25.5
"(40.738145333, -73.99004194)",42.0
"(40.738145605, -74.006031281)",36.5
"(40.73814560500005, -74.00603128099993)",11.5
"(40.738145627, -74.00559465)",7.0
"(40.73814566, -74.004883772)",8.5
"(40.738145660000036, -74.00488377199997)",8.5
"(40.738145698, -74.003876996)",7.0
"(40.73814569800004, -74.00387699599996)",7.0
"(40.738148276, -74.007312304)",29.5
"(40.738148326, -74.00647152)",38.2
"(40.738148326000044, -74.00647151999993)",8.5
"(40.738150964, -74.008156698)",59.6
"(40.738150964000056, -74.00815669799994)",8.5
"(40.738153653, -74.008903662)",55.099999999999994
"(40.73815365300004, -74.00890366199997)",24.7
"(40.738159133, -73.99096211)",34.699999999999996
"(40.73815913300007, -73.99096210999993)",8.5
"(40.738164568, -74.009701145)",16.8
"(40.738174793, -73.983633205)",51.9
"(40.73817479300004, -73.98363320499993)",7.0
"(40.738179268, -73.977603369)",57.5
"(40.73817926800007, -73.97760336899995)",24.5
"(40.738217127, -73.999936495)",21.1
"(40.73821712700004, -73.99993649499999)",14.0
"(40.738219595, -73.992012181)",24.0
"(40.73821959500003, -73.99201218099995)",7.0
"(40.738229228, -73.980666987)",29.8
"(40.73822922800008, -73.98066698699995)",8.4
"(40.73824278, -73.979671032)",17.0
"(40.738246543, -73.98663187)",7.0
"(40.738271951, -74.004017736)",8.5
"(40.738326263, -73.987728847)",59.4
"(40.73832626300003, -73.98772884699997)",4.5
"(40.738340633, -74.001286084)",67.4
"(40.738340633000064, -74.00128608399997)",14.1
"(40.738366687, -73.982027364)",104.2
"(40.738366687000045, -73.98202736399996)",45.6
"(40.738373513, -73.996111453)",22.5
"(40.738386457, -73.986050869)",7.0
"(40.738403706, -74.003862576)",14.0
"(40.738403706000035, -74.00386257599996)",7.1
"(40.738455739, -74.006467942)",25.4
"(40.73845573900008, -74.00646794199997)",8.5
"(40.738455787, -74.005544156)",12.9
"(40.738458378, -74.008131476)",8.4
"(40.73848567500005, -73.98995889299994)",7.1
"(40.738492125, -73.977375926)",29.7
"(40.73849212500005, -73.97737592599998)",7.0
"(40.738496654, -73.989951674)",75.3
"(40.738506874, -73.983391352)",68.9
"(40.738509764, -73.984434219)",44.5
"(40.73850976400007, -73.984434219)",17.0
"(40.738513268, -73.991799243)",131.9
"(40.73851326800008, -73.99179924299993)",16.299999999999997
"(40.738537345, -73.985455428)",39.0
"(40.73853734500005, -73.98545542799998)",8.5
"(40.738542953, -73.986426125)",7.0
"(40.738558557, -73.980421511)",52.4
"(40.73855855700003, -73.98042151099996)",18.7
"(40.738560221, -73.999683896)",276.3
"(40.73856022100006, -73.99968389599996)",27.0
"(40.73856130300004, -73.98042511899997)",4.5
"(40.738582114, -74.003862587)",7.1
"(40.738584866, -74.003653292)",14.1
"(40.738586985, -73.98745455)",14.0
"(40.738601227, -73.993838059)",153.9
"(40.73860122700007, -73.99383805899998)",15.5
"(40.738641895, -73.987591664)",26.9
"(40.73864189500005, -73.98759166399999)",4.5
"(40.738653521, -73.99776415)",101.5
"(40.73865352100006, -73.99776414999997)",41.0
"(40.738679037, -73.978786804)",40.0
"(40.73867903700005, -73.97878680399998)",31.0
"(40.73869464, -73.995876879)",107.9
"(40.73869464000006, -73.995876879)",22.5
"(40.738710429, -73.98682664)",7.1
"(40.738754757, -74.008856831)",32.5
"(40.73875475700004, -74.00885683099993)",7.0
"(40.738760492, -74.00467813)",14.1
"(40.73876049200004, -74.00467812999993)",7.0
"(40.738760523, -74.003858988)",17.6
"(40.738760523000046, -74.00385898799993)",7.0
"(40.738763151, -74.006460754)",78.1
"(40.73876315100006, -74.006460754)",8.4
"(40.738763177, -74.005977208)",8.4
"(40.73876317700007, -74.00597720799993)",7.0
"(40.738763201, -74.005497271)",51.6
"(40.73876320100004, -74.00549727099997)",4.5
"(40.738763281, -74.003447615)",31.4
"(40.73876328100005, -74.00344761499997)",8.5
"(40.738765792, -74.008106254)",133.2
"(40.73876579200004, -74.00810625399998)",33.6
"(40.738765847, -74.007283504)",77.3
"(40.738765847000025, -74.00728350399999)",8.5
"(40.73876604, -74.002927983)",15.5
"(40.738768277, -73.988793288)",97.0
"(40.738768797, -74.002408352)",41.8
"(40.738768797000034, -74.00240835199997)",14.7
"(40.738771156, -74.009722885)",7.0
"(40.738771156000034, -74.00972288499997)",8.4
"(40.738790402, -73.990666123)",42.5
"(40.738804196, -73.991586303)",25.4
"(40.738804982, -73.97714848)",35.4
"(40.73880498200003, -73.97714847999998)",9.0
"(40.738834251, -73.98986141)",7.0
"(40.73883425100007, -73.98986140999993)",14.2
"(40.738838954, -73.983149496)",149.0
"(40.73883895400007, -73.98314949599995)",24.5
"(40.738847474, -73.985235239)",39.4
"(40.738868676, -73.98019769)",57.8
"(40.73886867600004, -73.98019768999995)",27.7
"(40.738906059, -73.999434904)",22.7
"(40.73890605900005, -73.99943490399994)",7.2
"(40.73891085, -73.98730293)",65.1
"(40.738925227, -74.003263586)",4.5
"(40.73892522700004, -74.00326358599993)",7.1
"(40.738985576, -73.995663956)",44.3
"(40.73902192, -73.977671648)",66.3
"(40.73902192000002, -73.97767164799995)",7.2
"(40.739033585, -73.981547244)",54.4
"(40.73903358500007, -73.98154724399996)",22.5
"(40.739040144, -74.009697664)",42.0
"(40.739075951, -74.008077423)",23.9
"(40.739087032, -74.006457177)",8.5
"(40.73908703200004, -74.00645717699997)",8.5
"(40.739087172, -74.003083165)",82.2
"(40.73908717200004, -74.00308316499998)",7.0
"(40.739087184, -74.002599617)",53.5
"(40.73908718400003, -74.00259961699999)",14.2
"(40.739089829, -74.005443169)",8.4
"(40.739095125, -73.991376968)",73.3
"(40.739109605, -73.976924645)",13.7
"(40.739161316, -74.001105672)",513.5
"(40.739161316000036, -74.00110567199994)",81.9
"(40.739173777, -73.982907637)",31.6
"(40.739174195, -73.986003793)",14.1
"(40.73917419500003, -73.98600379299995)",8.5
"(40.739176049, -73.979970258)",51.6
"(40.73917604900004, -73.97997025799998)",44.5
"(40.739179416, -73.983946905)",113.39999999999999
"(40.73917941600007, -73.98394690499998)",18.5
"(40.739182302, -73.984989783)",13.0
"(40.73918557, -73.989767533)",35.5
"(40.739190781, -73.987003364)",15.5
"(40.739191325, -73.993408584)",125.8
"(40.739191325000036, -73.99340858399995)",7.0
"(40.7392416, -73.978194818)",33.1
"(40.739242945, -73.987133263)",29.2
"(40.739246371, -74.00293883)",14.0
"(40.739251895, -73.99918591)",68.5
"(40.739257336, -74.003476509)",21.1
"(40.739279257, -73.995447421)",197.2
"(40.73927925700008, -73.99544742099994)",9.0
"(40.739293039, -73.997295013)",168.6
"(40.739293039000074, -73.99729501299998)",21.5
"(40.739317296, -74.01047355)",8.4
"(40.739383365, -74.008052201)",78.8
"(40.73938336500004, -74.00805220099994)",7.2
"(40.739386042, -74.008968781)",11.5
"(40.73938604200004, -74.00896878099996)",7.0
"(40.739388797, -73.991160415)",20.0
"(40.73938879700007, -73.99116041499997)",7.1
"(40.739391475, -74.009672455)",25.200000000000003
"(40.73939147500005, -74.00967245499999)",9.0
"(40.739397142, -74.007251096)",81.9
"(40.73939714200003, -74.00725109599993)",14.0
"(40.739402283, -73.988472017)",84.1
"(40.73940228300006, -73.98847201699994)",22.2
"(40.739405571, -74.002790885)",31.799999999999997
"(40.73940557100008, -74.00279088499997)",15.4
"(40.739413658, -74.006449992)",56.8
"(40.739416972, -73.976700807)",55.6
"(40.73941697200007, -73.97670080699999)",7.0
"(40.739419202, -74.005392676)",34.4
"(40.739421934, -74.005656104)",15.4
"(40.73942198, -74.004627656)",29.5
"(40.73942198000003, -74.00462765599997)",15.5
"(40.73942466600005, -74.00591952999997)",8.4
"(40.739427498, -74.003866244)",6.4
"(40.739432649, -73.990355695)",29.6
"(40.73948342, -73.979735608)",73.2
"(40.739483420000056, -73.97973560799994)",21.5
"(40.739505856, -73.982665777)",44.4
"(40.739505856000044, -73.98266577699997)",11.6
"(40.739513453, -73.978851493)",22.0
"(40.739514386, -73.98475154)",82.6
"(40.739519874000045, -73.98474432199998)",4.5
"(40.739526196, -74.006392265)",15.6
"(40.739526196000035, -74.006392265)",7.0
"(40.739528656, -73.989673657)",79.1
"(40.739531113, -73.986851738)",52.2
"(40.739531113000055, -73.98685173799998)",7.0
"(40.7395317, -74.006128838)",31.2
"(40.739570285, -73.998951347)",46.7
"(40.73957028500007, -73.99895134699995)",12.9
"(40.739572936, -73.995234495)",19.9
"(40.73957293600006, -73.99523449499998)",30.2
"(40.739583983, -74.002657374)",50.9
"(40.739638734, -74.006334539)",70.0
"(40.739648336, -73.98109239)",133.5
"(40.73964833600007, -73.98109238999997)",51.0
"(40.739682469, -73.99094747)",68.5
"(40.73968246900005, -73.99094746999998)",14.1
"(40.739724339, -73.976476965)",161.2
"(40.73972433900008, -73.97647696499997)",91.4
"(40.739726617, -74.005342181)",8.4
"(40.739729395, -74.004580766)",37.8
"(40.73975965, -74.002523863)",332.8
"(40.739759650000046, -74.00252386299998)",55.0
"(40.739773188, -73.992986319)",200.3
"(40.73977318800007, -73.99298631899995)",7.0
"(40.73979079200007, -73.97950456299998)",7.1
"(40.739790794, -73.979518997)",79.6
"(40.73979079400005, -73.97951899699996)",40.1
"(40.73981598, -73.982441962)",30.4
"(40.73981598000006, -73.98244196199995)",7.0
"(40.739835744, -73.986537728)",11.6
"(40.739840834, -73.983463192)",14.2
"(40.73984083400006, -73.983463192)",7.0
"(40.739843856, -73.985523708)",38.4
"(40.73984385600005, -73.98552370799997)",11.5
"(40.739844487, -74.007998126)",16.9
"(40.73984448700002, -74.00799812599996)",7.0
"(40.739846468, -73.98450247)",11.5
"(40.739846468000046, -73.98450246999995)",11.6
"(40.739852998, -74.000604086)",82.0
"(40.73985299800007, -74.00060408599995)",56.6
"(40.73986936, -73.995017957)",105.5
"(40.73986936000005, -73.99501795699997)",9.0
"(40.739870061, -73.977736319)",7.0
"(40.73987006100003, -73.97773631899997)",7.1
"(40.739874487, -73.989583388)",65.7
"(40.73987448700007, -73.98958338799997)",7.0
"(40.73987766, -73.996869174)",145.3
"(40.73987766000005, -73.99686917399998)",20.1
"(40.739882419, -73.986660411)",8.4
"(40.739882419000025, -73.98666041099993)",15.6
"(40.739888674, -73.998713174)",53.6
"(40.73988867400004, -73.998713174)",11.5
"(40.739954393, -74.006100008)",238.1
"(40.73995439300006, -74.00610000799998)",22.5
"(40.739973547, -74.007139292)",115.6
"(40.73997614100006, -73.99073451999998)",18.6
"(40.740031286, -74.005291685)",77.6
"(40.74003445, -73.976253122)",95.3
"(40.740034450000046, -73.97625312199995)",13.0
"(40.740042011, -74.009300863)",22.6
"(40.74004201100007, -74.00930086299998)",7.1
"(40.74007215, -73.990052478)",26.0
"(40.740074714, -73.988147125)",39.3
"(40.74007471400005, -73.98814712499995)",8.5
"(40.740095421, -73.97929156)",39.5
"(40.740095421000035, -73.97929155999998)",47.7
"(40.740105494, -74.002274881)",88.9
"(40.74010549400003, -74.00227488099993)",14.0
"(40.740123356, -73.982214538)",110.4
"(40.740123356000026, -73.98221453799994)",11.6
"(40.740160295, -73.994805026)",52.3
"(40.740160295000074, -73.99480502599994)",11.6
"(40.740160775, -73.976574244)",108.8
"(40.74016077500005, -73.97657424399995)",22.7
"(40.740163709, -73.977526921)",8.5
"(40.740181295, -73.984264222)",46.9
"(40.74018236, -73.998500259)",64.4
"(40.740192542, -73.986360833)",4.5
"(40.740195287, -73.98636805)",205.2
"(40.74019528700006, -73.98636804999995)",9.0
"(40.740236785, -73.989485898)",30.4
"(40.740236785000036, -73.98948589799994)",8.4
"(40.740263085, -73.980633919)",88.8
"(40.740269812, -73.990517962)",94.2
"(40.74026981200007, -73.99051796199996)",22.6
"(40.740270052, -74.005865476)",218.8
"(40.74027005200002, -74.00586547599994)",18.6
"(40.74030561, -74.007940444)",128.8
"(40.740305610000064, -74.00794044399998)",8.4
"(40.740308565, -74.0038266)",235.0
"(40.74030856500008, -74.00382659999997)",28.1
"(40.740335683, -73.973113501)",33.8
"(40.74033568300007, -73.97311350099994)",47.5
"(40.740360538, -73.99255322)",132.8
"(40.74036053800006, -73.99255321999993)",9.2
"(40.74036863500004, -73.97317844299994)",4.5
"(40.740368651, -74.009131302)",7.0
"(40.740372227, -73.977104639)",9.2
"(40.740402795, -73.979078556)",113.8
"(40.74040279500008, -73.97907855599993)",7.0
"(40.740409798, -73.973145949)",11.6
"(40.740415913, -73.97597512)",46.9
"(40.74041591300004, -73.97597511999999)",53.7
"(40.740433478, -73.981987111)",13.0
"(40.740445748, -74.005208719)",29.799999999999997
"(40.740451228, -73.994595702)",239.0
"(40.74045122800004, -73.99459570199997)",16.1
"(40.740451337, -74.002022288)",110.1
"(40.740451337000025, -74.00202228799998)",8.5
"(40.740454611, -73.977313913)",38.0
"(40.74045461100008, -73.977313913)",38.2
"(40.740461082, -73.983011957)",8.5
"(40.740467769, -73.996439717)",61.6
"(40.74046776900008, -73.99643971699999)",22.5
"(40.74047879, -73.998287342)",110.5
"(40.740488676, -73.984036806)",7.0
"(40.740488676000034, -73.98403680599995)",7.0
"(40.740489781, -74.000134968)",190.8
"(40.74048978100007, -74.00013496799994)",30.3
"(40.740499917, -73.986057644)",22.4
"(40.74049991700008, -73.98605764399997)",7.2
"(40.740505278, -73.985036397)",28.1
"(40.740547104, -74.008546725)",63.599999999999994
"(40.74054710400002, -74.00854672499997)",7.0
"(40.740549455, -73.987201575)",40.6
"(40.740549455000064, -73.98720157499997)",16.299999999999997
"(40.740579949, -73.990294182)",31.299999999999997
"(40.74057994900005, -73.99029418199996)",9.0
"(40.740610065, -73.989417275)",12.9
"(40.740610358, -74.006673844)",195.3
"(40.740613159, -74.005616509)",61.8
"(40.740626761, -74.007713137)",82.4
"(40.740626761000044, -74.00771313699995)",4.5
"(40.740651926, -73.97580182)",120.3
"(40.740651926000055, -73.97580181999997)",4.5
"(40.740715654, -73.978847503)",136.7
"(40.74071565400004, -73.97884750299994)",58.0
"(40.740719987, -74.009026699)",126.0
"(40.740719987000034, -74.00902669899993)",21.2
"(40.740740856, -73.98176329)",46.9
"(40.74074085600006, -73.98176328999993)",4.5
"(40.740742937, -73.977966982)",14.1
"(40.740744586, -73.989731208)",14.1
"(40.740744907, -73.994379158)",44.0
"(40.740769733, -74.001787735)",40.8
"(40.74076973300004, -74.00178773499994)",21.1
"(40.740772475, -73.998074424)",63.6
"(40.74077247500002, -73.99807442399998)",7.0
"(40.740798802, -73.983812995)",55.7
"(40.740821363, -73.972517876)",4.5
"(40.740824511, -73.974260858)",74.3
"(40.74082451100002, -73.97426085799998)",27.2
"(40.740835262, -74.009080844)",8.4
"(40.740853432, -73.982026693)",7.0
"(40.740862203, -73.985880744)",36.0
"(40.74086220300006, -73.98588074399999)",14.1
"(40.740865697, -74.005158231)",103.1
"(40.74086569700007, -74.00515823099995)",4.5
"(40.740880579, -73.980197092)",149.5
"(40.74088057900008, -73.98019709199998)",22.5
"(40.740887343, -73.990070399)",73.6
"(40.740925582, -73.988089235)",61.1
"(40.740950631, -73.992127332)",337.4
"(40.74095063100003, -73.99212733199995)",35.5
"(40.740950657, -74.00748222)",108.8
"(40.74095065700004, -74.00748221999999)",7.0
"(40.740953519, -74.00536754)",286.4
"(40.74095351900007, -74.00536753999995)",65.9
"(40.740967523, -73.975570751)",9.2
"(40.740983336, -73.989258435)",12.9
"(40.740983336000056, -73.98925843499995)",4.5
"(40.74103125800008, -73.97861644799997)",4.5
"(40.741034002, -73.978616447)",177.2
"(40.74103400200005, -73.978616447)",11.5
"(40.74103583900006, -73.99416261399993)",4.5
"(40.741038584, -73.994166222)",80.8
"(40.74103858400008, -73.99416622199995)",7.1
"(40.741041426, -74.003418863)",109.3
"(40.74104142600004, -74.00341886299998)",22.6
"(40.741049642, -73.996013862)",73.1
"(40.741049642000064, -73.99601386199998)",15.5
"(40.741050976, -73.981539468)",38.1
"(40.741052196, -74.007727621)",22.6
"(40.741052196000055, -74.00772762099997)",7.0
"(40.741063416, -73.997861503)",53.6
"(40.74106341600003, -73.99786150299997)",22.5
"(40.741077159, -73.999709145)",46.4
"(40.74107715900004, -73.99970914499994)",17.7
"(40.741088128, -74.001556788)",161.9
"(40.74108812800005, -74.00155678799997)",25.1
"(40.741108927, -73.983585572)",8.4
"(40.74110892700002, -73.983585572)",7.2
"(40.741123251, -73.98855472)",84.5
"(40.741125534, -73.984588781)",55.8
"(40.741142132, -73.985591991)",20.7
"(40.741151713, -73.976985285)",34.7
"(40.74115171300008, -73.97698528499996)",28.0
"(40.741191158, -73.98282412)",29.6
"(40.741191552, -73.985707457)",7.1
"(40.741210888, -73.98673232)",15.4
"(40.741222181, -73.98982496)",31.1
"(40.741266436, -74.005053609)",35.3
"(40.741266436000046, -74.00505360899997)",7.0
"(40.741283121, -73.975343287)",35.4
"(40.74128312100004, -73.97534328699999)",39.5
"(40.741293767, -74.00722965)",81.5
"(40.74129376700006, -74.00722964999993)",8.5
"(40.74131304, -74.006208393)",193.4
"(40.74131304000008, -74.00620839299995)",23.2
"(40.741335007, -73.993953284)",48.0
"(40.74133500700003, -73.99395328399999)",4.5
"(40.741341373, -73.978392609)",68.5
"(40.74134137300007, -73.97839260899997)",37.1
"(40.741358352, -73.981312035)",69.3
"(40.74135835200008, -73.98131203499997)",9.0
"(40.741364845, -73.98912846)",13.5
"(40.74136484500008, -73.98912845999998)",18.0
"(40.741381818, -74.001343882)",80.9
"(40.74138181800004, -74.00134388199997)",8.5
"(40.741400534, -73.989207846)",18.2
"(40.741416306, -73.983361758)",58.5
"(40.741444459, -73.989305273)",29.0
"(40.74147093, -73.981579047)",4.5
"(40.74147756100007, -74.00873449799997)",7.1
"(40.741479715, -73.985429525)",17.4
"(40.741483051, -74.008716455)",148.6
"(40.741483051000046, -74.00871645499996)",25.200000000000003
"(40.741506303, -73.979738601)",294.3
"(40.741506303000044, -73.97973860099995)",54.4
"(40.741537603, -73.987529777)",18.6
"(40.741551529, -73.989568691)",9.0
"(40.741557019, -73.989575907)",51.6
"(40.74155701900003, -73.98957590699997)",4.5
"(40.741565424, -73.99167978)",87.0
"(40.74156542400005, -73.99167977999997)",14.1
"(40.741572524, -73.981817193)",24.0
"(40.741625939, -73.993740343)",251.0
"(40.74162593900007, -73.99374034299996)",53.0
"(40.74163142900005, -73.99373673399998)",37.3
"(40.741634132, -74.006973469)",67.3
"(40.741637004, -73.995584392)",75.7
"(40.74163700400004, -73.99558439199996)",17.0
"(40.741650709, -74.004862377)",158.5
"(40.741650709000055, -74.00486237699994)",8.5
"(40.741650783, -73.997435658)",78.2
"(40.74165078300007, -73.99743565799997)",8.5
"(40.741651488, -73.978168769)",63.9
"(40.74165148800005, -73.97816876899999)",11.6
"(40.741664533, -73.999283316)",76.8
"(40.74166453300006, -73.99928331599993)",26.1
"(40.741668314, -73.980146335)",7.1
"(40.741668473, -73.981088208)",83.8
"(40.74166847300006, -73.98108820799997)",14.1
"(40.741675509, -74.001130974)",103.5
"(40.74167550900006, -74.00113097399996)",7.0
"(40.7416892, -74.002985851)",232.4
"(40.741689200000046, -74.00298585099996)",25.5
"(40.741726431, -73.983137939)",17.0
"(40.74173816100006, -73.98944957399993)",7.1
"(40.741745786, -73.984137548)",76.5
"(40.74174578600008, -73.98413754799998)",42.5
"(40.74176238800004, -73.98513715799999)",8.5
"(40.74177742, -73.976512327)",92.0
"(40.74177742000006, -73.97651232699997)",41.0
"(40.741807026, -74.007381272)",47.8
"(40.74180702600006, -74.00738127199998)",14.1
"(40.741808659, -73.98237648)",45.3
"(40.74180865900007, -73.98237647999997)",14.9
"(40.741811809, -73.985263452)",7.0
"(40.74181793, -74.008471105)",362.6
"(40.741825658, -73.986270281)",7.0
"(40.741844988, -73.987295152)",4.5
"(40.741850653, -73.988998466)",25.5
"(40.74191381, -73.989294372)",15.6
"(40.741936083, -73.993512965)",52.6
"(40.74193608300004, -73.99351296499998)",34.8
"(40.741944466, -73.997222731)",50.5
"(40.741944466000064, -73.99722273099997)",7.1
"(40.74195611, -73.977926885)",33.9
"(40.74195611000005, -73.977926885)",11.6
"(40.741960877, -74.004609789)",12.9
"(40.74196087700005, -74.00460978899997)",11.6
"(40.7419692, -74.000918065)",49.5
"(40.74196920000002, -74.00091806499995)",14.1
"(40.741978592, -73.980860771)",157.3
"(40.741978592000066, -73.98086077099998)",7.1
"(40.74203381, -73.982914121)",27.2
"(40.74203381000007, -73.98291412099996)",15.5
"(40.742097227, -73.9849783)",29.8
"(40.742097227000045, -73.98497829999997)",4.5
"(40.742123792, -73.97929093)",69.9
"(40.74212379200002, -73.97929092999993)",8.5
"(40.742125144, -73.989164424)",31.0
"(40.74214963, -73.987056918)",8.4
