,Lat_Lon,Crime_Rating
249,"(40.71575127800003, -74.00168605799998)",1.101375
250,"(40.715784222000025, -73.99890843299994)",1.101375
251,"(40.74974216100002, -73.974069737)",1.101375
252,"(40.74155701900003, -73.98957590699997)",1.101375
253,"(40.818276981, -73.960238288)",1.101375
254,"(40.75920793900008, -73.98462069499993)",1.101375
255,"(40.743736083000044, -73.98694834599996)",1.101375
256,"(40.74975488300004, -73.96994808699996)",1.101375
257,"(40.71863600600005, -74.00254109899998)",1.101375
258,"(40.78023818100007, -73.96136951599993)",1.101375
259,"(40.760319855000034, -73.97169764399997)",1.101375
260,"(40.782781892, -73.980542114)",1.101375
261,"(40.782744689000026, -73.95533780099998)",1.101375
262,"(40.715956618000064, -74.01104344199997)",1.101375
263,"(40.743631958, -73.988604812)",1.101375
264,"(40.76011224400003, -73.97606186999997)",1.101375
265,"(40.71803489100006, -74.00304611699994)",1.101375
266,"(40.71633858800004, -73.99565460599996)",1.101375
267,"(40.817553933000056, -73.95693298599997)",1.101375
268,"(40.81540818, -73.939907685)",1.101375
269,"(40.717547370000034, -73.97999118599995)",1.101375
270,"(40.71668447900004, -73.99737529299993)",1.101375
271,"(40.764690176000045, -73.96429898799995)",1.101375
272,"(40.74271748100006, -73.98453067299994)",1.101375
273,"(40.717430619, -74.01034385)",1.101375
274,"(40.71677775800004, -74.00411383799997)",1.101375
275,"(40.78138350000006, -73.94919302799997)",1.101375
276,"(40.780885184, -73.979979378)",1.101375
277,"(40.75001271600007, -73.98237430999995)",1.101375
278,"(40.74313017500003, -73.99635657299996)",1.101375
279,"(40.717288266000025, -73.99543088599995)",1.101375
280,"(40.780997006000064, -73.94436201799994)",1.101375
281,"(40.77374224200002, -73.96401251999998)",1.101375
282,"(40.81569900300008, -73.95829618299997)",1.101375
283,"(40.743088256, -73.986374676)",1.101375
284,"(40.75992072500002, -73.95881119399996)",1.101375
285,"(40.74306617400004, -73.98536421999995)",1.101375
286,"(40.717271531, -74.009063203)",1.101375
287,"(40.816088707, -73.958169492)",1.101375
288,"(40.759858864, -73.962525608)",1.101375
289,"(40.71713163, -74.007959326)",1.101375
290,"(40.71708624, -73.97993)",1.101375
291,"(40.74269929900004, -73.99865537999993)",1.101375
292,"(40.811625995000036, -73.934929459)",1.101375
293,"(40.781758194000076, -73.98106599099998)",1.101375
294,"(40.71761689900006, -74.01381059699997)",1.101375
295,"(40.718034891, -74.003046117)",1.101375
296,"(40.718021181, -73.997519537)",1.101375
297,"(40.765186186000044, -73.97129847799994)",1.101375
298,"(40.759433946, -73.9744522)",1.101375
299,"(40.813961544, -73.934558688)",1.101375
300,"(40.74224073800008, -73.99329280299997)",1.101375
301,"(40.71644564300004, -73.99593597199998)",1.101375
302,"(40.71793302800006, -74.00894424899997)",1.101375
303,"(40.743437580000034, -73.99612920099996)",1.101375
304,"(40.814576372, -73.934576146)",1.101375
305,"(40.71647516400003, -74.01308167699995)",1.101375
306,"(40.717785157000044, -74.00063274399997)",1.101375
307,"(40.78066218900005, -73.97643000699998)",1.101375
308,"(40.817114344, -73.955788012)",1.101375
309,"(40.773883728000044, -73.98222718499993)",1.101375
310,"(40.716541588, -74.00667504)",1.101375
311,"(40.77365029300007, -73.95985695199995)",1.101375
312,"(40.75959435100003, -73.98065717699996)",1.101375
313,"(40.71656604800006, -74.01002266299997)",1.101375
314,"(40.75963326100003, -73.97008079799998)",1.101375
315,"(40.780778263, -73.980705186)",1.101375
316,"(40.74259608600005, -73.98041310699995)",1.101375
317,"(40.71659511100006, -73.98100874599999)",1.101375
318,"(40.717603945000064, -73.99632910899999)",1.101375
319,"(40.811625995, -73.934929459)",1.101375
320,"(40.773343854000075, -73.95505527099994)",1.101375
321,"(40.78309871100004, -73.95521117899995)",1.101375
322,"(40.72051340600007, -73.99683761499993)",1.101375
323,"(40.71448595200008, -73.99919342599996)",1.101375
324,"(40.82057646800007, -73.94538753399996)",1.101375
325,"(40.758381891000056, -73.97099459299993)",1.101375
326,"(40.714495962, -73.985027806)",1.101375
327,"(40.78436131500007, -73.95527893899998)",1.101375
328,"(40.74954799200003, -73.97743713599993)",1.101375
329,"(40.758440034000046, -73.97307009699995)",1.101375
330,"(40.766174274000036, -73.95424785099993)",1.101375
331,"(40.77308299300007, -73.98783797599998)",1.101375
332,"(40.74036863500004, -73.97317844299994)",1.101375
333,"(40.77950517200002, -73.95349487499993)",1.101375
334,"(40.714653096, -74.008164644)",1.101375
335,"(40.82026367800007, -73.94561540699993)",1.101375
336,"(40.714679672, -74.016353098)",1.101375
337,"(40.74961150900003, -73.97950515099996)",1.101375
338,"(40.71470848600006, -73.97581484499993)",1.101375
339,"(40.784059874000036, -73.97502051299993)",1.101375
340,"(40.744306684, -73.984465345)",1.101375
341,"(40.72017779200007, -73.98645511699993)",1.101375
342,"(40.758647533000044, -73.96870958199997)",1.101375
343,"(40.720148442, -73.97506611)",1.101375
344,"(40.749646265000074, -73.99904141699994)",1.101375
345,"(40.72061222400004, -73.99709374699995)",1.101375
346,"(40.714831778, -73.998035493)",1.101375
347,"(40.714458507, -73.999593829)",1.101375
348,"(40.784444893, -73.945406335)",1.101375
349,"(40.760685344, -73.973538455)",1.101375
350,"(40.80739548300004, -73.94958858399998)",1.101375
351,"(40.784961586, -73.969585537)",1.101375
352,"(40.76068323000004, -73.97644429599995)",1.101375
353,"(40.714127476000044, -73.98044311499996)",1.101375
354,"(40.78489273900004, -73.95263890399998)",1.101375
355,"(40.76399940500005, -73.95878340199994)",1.101375
356,"(40.71415927800007, -74.00340666199997)",1.101375
357,"(40.71416113500004, -73.98529481499997)",1.101375
358,"(40.80760081200003, -73.95494905799995)",1.101375
359,"(40.74463709600008, -73.99897292099996)",1.101375
360,"(40.721176359, -73.982547884)",1.101375
361,"(40.714194457000076, -73.98870363099996)",1.101375
362,"(40.76400670700008, -73.99600526999996)",1.101375
363,"(40.71429915300007, -73.993952128)",1.101375
364,"(40.71432673, -74.002602258)",1.101375
365,"(40.808017131000035, -73.95275249299993)",1.101375
366,"(40.78467725000007, -73.95603343499994)",1.101375
367,"(40.78461855900008, -73.969834855)",1.101375
368,"(40.720772759, -73.981775969)",1.101375
369,"(40.72076278200007, -74.01007019199994)",1.101375
370,"(40.744513668, -73.975226608)",1.101375
371,"(40.784574037, -73.951884425)",1.101375
372,"(40.740192542, -73.986360833)",1.101375
373,"(40.71018490700004, -74.00114125999994)",1.101375
374,"(40.75864881300004, -73.96371385699997)",1.101375
375,"(40.76588276200005, -73.98191885799997)",1.101375
376,"(40.810540225000075, -73.96205635599993)",1.101375
377,"(40.758833168, -73.975939601)",1.101375
378,"(40.81063498300006, -73.95827406899997)",1.101375
379,"(40.750657819000025, -73.98295160999999)",1.101375
380,"(40.81906205200004, -73.96047265699997)",1.101375
381,"(40.750635990000035, -73.97011010299997)",1.101375
382,"(40.819062052, -73.960472657)",1.101375
383,"(40.719453809, -74.006137813)",1.101375
384,"(40.7193579, -73.998879514)",1.101375
385,"(40.71931722700003, -73.97722370399998)",1.101375
386,"(40.75892900000007, -73.99968740999998)",1.101375
387,"(40.818832649, -73.956075903)",1.101375
388,"(40.71546033, -74.001898881)",1.101375
389,"(40.715462122000076, -73.98506366199997)",1.101375
390,"(40.76042784200007, -73.97583073299995)",1.101375
391,"(40.75898648100008, -73.99393724399994)",1.101375
392,"(40.744024707000044, -74.008500257)",1.101375
393,"(40.74133500700003, -73.99395328399999)",1.101375
394,"(40.81862031600008, -73.96095343299999)",1.101375
395,"(40.818617571, -73.960953434)",1.101375
396,"(40.81157413, -73.959541467)",1.101375
397,"(40.71905592900004, -73.99648054299998)",1.101375
398,"(40.719036437, -74.008749593)",1.101375
399,"(40.74103583900006, -73.99416261399993)",1.101375
400,"(40.80950481800004, -73.93580934299997)",1.101375
401,"(40.74406873600003, -74.00681132599993)",1.101375
402,"(40.77981543100003, -73.98447872699995)",1.101375
403,"(40.783945684, -73.952343477)",1.101375
404,"(40.720033035, -73.995647151)",1.101375
405,"(40.740626761000044, -74.00771313699995)",1.101375
406,"(40.758653973, -73.9626815)",1.101375
407,"(40.71994527600003, -74.00142642199995)",1.101375
408,"(40.71494038000003, -73.98333950799997)",1.101375
409,"(40.740651926000055, -73.97580181999997)",1.101375
410,"(40.773229585, -73.944751212)",1.101375
411,"(40.71496615, -74.005654028)",1.101375
412,"(40.71991231800007, -74.00260247599994)",1.101375
413,"(40.714982745, -74.001714897)",1.101375
414,"(40.714982745000036, -74.00171489699994)",1.101375
415,"(40.74074085600006, -73.98176328999993)",1.101375
416,"(40.71984635600006, -74.00518907099996)",1.101375
417,"(40.819675963000066, -73.93440132399996)",1.101375
418,"(40.740821363, -73.972517876)",1.101375
419,"(40.715072678, -74.01229141)",1.101375
420,"(40.74086569700007, -74.00515823099995)",1.101375
421,"(40.75076728700003, -73.96842093899994)",1.101375
422,"(40.76417868500005, -73.98473506399995)",1.101375
423,"(40.81038149000005, -73.96347974499997)",1.101375
424,"(40.740983336000056, -73.98925843499995)",1.101375
425,"(40.74103125800008, -73.97861644799997)",1.101375
426,"(40.71958844900007, -73.99805699799998)",1.101375
427,"(40.71017385500005, -74.00425410299994)",1.101375
428,"(40.74299740600002, -73.98423468699998)",1.101375
429,"(40.78822517300006, -73.95344183799993)",1.101375
430,"(40.72924684600008, -73.99012625399996)",1.101375
431,"(40.769432939, -73.993340608)",1.101375
432,"(40.735730180000076, -74.00679964799998)",1.101375
433,"(40.77548907100004, -73.98021207499994)",1.101375
434,"(40.78917731100006, -73.95274419499998)",1.101375
435,"(40.795056725000045, -73.96964593399997)",1.101375
436,"(40.735699732, -73.98974281)",1.101375
437,"(40.752459633, -74.000694433)",1.101375
438,"(40.789228739, -73.977611477)",1.101375
439,"(40.76944622800004, -73.95480879699994)",1.101375
440,"(40.76286722100008, -73.98940290999997)",1.101375
441,"(40.74694780600004, -73.97319383999996)",1.101375
442,"(40.75451713300004, -73.98435829099996)",1.101375
443,"(40.790478779000075, -73.95389168199995)",1.101375
444,"(40.791965347, -73.978181163)",1.101375
445,"(40.73107499800005, -74.00800789799997)",1.101375
446,"(40.776412362, -73.948250846)",1.101375
447,"(40.79911039400002, -73.96854247999994)",1.101375
448,"(40.731135583000025, -74.00422657699994)",1.101375
449,"(40.731294397000056, -74.01029548899999)",1.101375
450,"(40.75294454100003, -73.98548837599996)",1.101375
451,"(40.755931748, -73.97489029)",1.101375
452,"(40.735798069000055, -73.98536220799997)",1.101375
453,"(40.776907188000045, -73.97546369099996)",1.101375
454,"(40.76949130200006, -73.95786661899997)",1.101375
455,"(40.755209033, -73.961817163)",1.101375
456,"(40.77630457400005, -73.98213988499998)",1.101375
457,"(40.76198309100005, -73.98633471299998)",1.101375
458,"(40.75384002100003, -74.00714077799995)",1.101375
459,"(40.72710330500007, -73.991555308)",1.101375
460,"(40.73593349, -74.000723127)",1.101375
461,"(40.727163502000046, -73.97267503999996)",1.101375
462,"(40.77631962000004, -73.96423137399995)",1.101375
463,"(40.730888367, -73.992164602)",1.101375
464,"(40.70563115, -74.006767723)",1.101375
465,"(40.75525068800005, -73.97327712499998)",1.101375
466,"(40.791779465, -73.953107102)",1.101375
467,"(40.77525379900004, -73.94762351399999)",1.101375
468,"(40.70777977000005, -74.01296454999994)",1.101375
469,"(40.75525926900008, -73.99866234599993)",1.101375
470,"(40.709503605, -74.011807049)",1.101375
471,"(40.70949307700005, -73.99402470299998)",1.101375
472,"(40.75527757700007, -73.96159333799993)",1.101375
473,"(40.799772931000064, -73.95514939499998)",1.101375
474,"(40.70359673000007, -74.01311521599996)",1.101375
475,"(40.79414077500007, -73.942812512)",1.101375
476,"(40.73539825200004, -73.99827664799993)",1.101375
477,"(40.768965258, -73.969596452)",1.101375
478,"(40.752906990000035, -74.00296830799994)",1.101375
479,"(40.79428054700002, -73.97193240599995)",1.101375
480,"(40.77673227500002, -73.97928738999997)",1.101375
481,"(40.76901293200007, -73.99235145699998)",1.101375
482,"(40.755461644, -73.962102166)",1.101375
483,"(40.704960561, -74.015658222)",1.101375
484,"(40.79013029900005, -73.95414471699996)",1.101375
485,"(40.771738925, -73.950186008)",1.101375
486,"(40.70510043300004, -74.01645534299998)",1.101375
487,"(40.709086148, -74.014057709)",1.101375
488,"(40.769012932, -73.992351457)",1.101375
489,"(40.792080095000074, -73.97554116299993)",1.101375
490,"(40.74788975300004, -73.97542384999997)",1.101375
491,"(40.70431349200004, -74.00922374299995)",1.101375
492,"(40.77149694000008, -73.96367797399995)",1.101375
493,"(40.77048330700006, -73.94732761299997)",1.101375
494,"(40.709015517, -74.005390215)",1.101375
495,"(40.770112422, -73.982007967)",1.101375
496,"(40.76922626900005, -73.98477000999998)",1.101375
497,"(40.76256186, -73.96991704)",1.101375
498,"(40.70445078900008, -74.00845914199994)",1.101375
499,"(40.709053726000036, -74.00889255999994)",1.101375
500,"(40.79476359900008, -73.94234969399997)",1.101375
501,"(40.75545158600005, -73.96501500199997)",1.101375
502,"(40.73544088300008, -73.98270291799997)",1.101375
503,"(40.755879575000044, -73.99821475799997)",1.101375
504,"(40.73565306100004, -73.98962734799994)",1.101375
505,"(40.72752617500004, -74.00548912799998)",1.101375
506,"(40.73200533200002, -73.99021244199997)",1.101375
507,"(40.734712056000035, -74.00218088099997)",1.101375
508,"(40.748373783000034, -73.98040419099993)",1.101375
509,"(40.748021122, -74.007659858)",1.101375
510,"(40.72844302100003, -74.00278320999998)",1.101375
511,"(40.79037308900007, -73.96563586099995)",1.101375
512,"(40.76230220600007, -73.97445831899995)",1.101375
513,"(40.73197220200007, -73.98815578299997)",1.101375
514,"(40.72857720700006, -73.99112576899995)",1.101375
515,"(40.735572083, -73.979379567)",1.101375
516,"(40.708477462, -74.006908682)",1.101375
517,"(40.77147255, -73.964681656)",1.101375
518,"(40.72767173600005, -74.00315479599993)",1.101375
519,"(40.73132997600004, -73.98861413199995)",1.101375
520,"(40.727682037, -73.971743976)",1.101375
521,"(40.70823248700003, -74.01438214899997)",1.101375
522,"(40.74707424500008, -74.00668170899996)",1.101375
523,"(40.770537545000025, -73.98011245799995)",1.101375
524,"(40.705318091, -74.009029117)",1.101375
525,"(40.70455725800008, -74.01429118899993)",1.101375
526,"(40.732861866000064, -74.00752460999998)",1.101375
527,"(40.707546370000045, -74.01377604799995)",1.101375
528,"(40.70610886100008, -74.00421416899997)",1.101375
529,"(40.73376199200004, -73.99040703199995)",1.101375
530,"(40.754249448, -73.975966522)",1.101375
531,"(40.788428489000076, -73.97076482999995)",1.101375
532,"(40.78965745700003, -73.94607737599993)",1.101375
533,"(40.726551914, -73.999121122)",1.101375
534,"(40.771307412000056, -73.99068322899994)",1.101375
535,"(40.748631560000035, -73.97909762599994)",1.101375
536,"(40.77530028800004, -73.95362779099996)",1.101375
537,"(40.733788213000025, -73.98064662599995)",1.101375
538,"(40.800479313, -73.957763933)",1.101375
539,"(40.72660931700005, -74.00743370699998)",1.101375
