,Lat_Lon,Crime_Rating
2890,"(40.718981539000026, -74.00877123099998)",1.9504200035711954
2891,"(40.74138181800004, -74.00134388199997)",1.9504200035711954
2892,"(40.81137597800006, -73.95805324199995)",1.9504200035711954
2893,"(40.75482010400003, -74.00175562799996)",1.9504200035711954
2894,"(40.795785066, -73.963578043)",1.9504200035711954
2895,"(40.79144615600006, -73.97598920899996)",1.9504200035711954
2896,"(40.76976607200004, -73.95163157599995)",1.9504200035711954
2897,"(40.730342191000034, -73.99262650199995)",1.9504200035711954
2898,"(40.74129376700006, -74.00722964999993)",1.9504200035711954
2899,"(40.70618439500004, -74.01793078599997)",1.9504200035711954
2900,"(40.77412538300007, -73.94690591799997)",1.9504200035711954
2901,"(40.76432234500004, -73.99577421499998)",1.9504200035711954
2902,"(40.779894818, -73.960571732)",1.9504200035711954
2903,"(40.730399743, -74.008635627)",1.9504200035711954
2904,"(40.782845637, -73.984618847)",1.9504200035711954
2905,"(40.73375658600002, -74.00852420399997)",1.9504200035711954
2906,"(40.79565843200004, -73.97205823199994)",1.9504200035711954
2907,"(40.791542825, -73.979080544)",1.9504200035711954
2908,"(40.77989481800005, -73.96057173199993)",1.9504200035711954
2909,"(40.76980960700007, -73.95763536199998)",1.9504200035711954
2910,"(40.75469931700008, -73.99730521599997)",1.9504200035711954
2911,"(40.730468511, -73.993658405)",1.9504200035711954
2912,"(40.773332649, -73.962059502)",1.9504200035711954
2913,"(40.73371015600002, -74.00442158699997)",1.9504200035711954
2914,"(40.783104576, -73.956189744)",1.9504200035711954
2915,"(40.775937011000046, -73.94712471899999)",1.9504200035711954
2916,"(40.75332160200002, -73.96481399799995)",1.9504200035711954
2917,"(40.74388905300003, -73.98156033499998)",1.9504200035711954
2918,"(40.81854354500007, -73.94735099399996)",1.9504200035711954
2919,"(40.79226326500003, -73.948386595)",1.9504200035711954
2920,"(40.791821286, -73.972005671)",1.9504200035711954
2921,"(40.718704439, -74.007025181)",1.9504200035711954
2922,"(40.817816286, -73.947553888)",1.9504200035711954
2923,"(40.70523845500002, -74.00950880299997)",1.9504200035711954
2924,"(40.82908896800007, -73.942081467)",1.9504200035711954
2925,"(40.70515607200008, -74.00998487999993)",1.9504200035711954
2926,"(40.753631686, -73.964579225)",1.9504200035711954
2927,"(40.75363168600006, -73.96457922499997)",1.9504200035711954
2928,"(40.782387919, -73.9554572)",1.9504200035711954
2929,"(40.77008008000007, -73.95434625499998)",1.9504200035711954
2930,"(40.75932386300008, -73.96321896399996)",1.9504200035711954
2931,"(40.75432875200005, -73.99642814899995)",1.9504200035711954
2932,"(40.76016413000008, -73.99879941599994)",1.9504200035711954
2933,"(40.780510198, -73.987334718)",1.9504200035711954
2934,"(40.74212379200002, -73.97929092999993)",1.9504200035711954
2935,"(40.71815029500005, -73.97524362099993)",1.9504200035711954
2936,"(40.77352982800004, -73.95337268199995)",1.9504200035711954
2937,"(40.775888936, -73.950107082)",1.9504200035711954
2938,"(40.748366730000036, -73.972716871)",1.9504200035711954
2939,"(40.73328754200002, -73.99877464099995)",1.9504200035711954
2940,"(40.79216659000008, -73.96989644099993)",1.9504200035711954
2941,"(40.79217110800005, -73.97769354999998)",1.9504200035711954
2942,"(40.71812824500005, -74.00141195299993)",1.9504200035711954
2943,"(40.77587074100006, -73.98111099099998)",1.9504200035711954
2944,"(40.794606562, -73.946839022)",1.9504200035711954
2945,"(40.731522314000074, -73.99092692899995)",1.9504200035711954
2946,"(40.780523205, -73.960112788)",1.9504200035711954
2947,"(40.71829984100003, -73.98248009599996)",1.9504200035711954
2948,"(40.731305777, -74.003681757)",1.9504200035711954
2949,"(40.78247308800008, -73.95566657599994)",1.9504200035711954
2950,"(40.716189002, -73.981726719)",1.9504200035711954
2951,"(40.77077691300008, -73.96090927699998)",1.9504200035711954
2952,"(40.731012054, -74.004627072)",1.9504200035711954
2953,"(40.741650709000055, -74.00486237699994)",1.9504200035711954
2954,"(40.770725758, -73.963963606)",1.9504200035711954
2955,"(40.78018730300005, -73.95720268699995)",1.9504200035711954
2956,"(40.71861719300006, -73.97662510499998)",1.9504200035711954
2957,"(40.74165078300007, -73.99743565799997)",1.9504200035711954
2958,"(40.71859478400006, -74.00426185599997)",1.9504200035711954
2959,"(40.705482701000044, -74.00995607499993)",1.9504200035711954
2960,"(40.718594784, -74.004261856)",1.9504200035711954
2961,"(40.731037206000046, -73.97654497799994)",1.9504200035711954
2962,"(40.76540104900005, -73.95628802899995)",1.9504200035711954
2963,"(40.77079200600008, -73.96518023699997)",1.9504200035711954
2964,"(40.76992308300004, -73.95298530199995)",1.9504200035711954
2965,"(40.705436385, -74.004441351)",1.9504200035711954
2966,"(40.79501852900006, -73.97053079299997)",1.9504200035711954
2967,"(40.731118881000036, -74.00846613699997)",1.9504200035711954
2968,"(40.77065969, -73.991159876)",1.9504200035711954
2969,"(40.773976243, -73.977598552)",1.9504200035711954
2970,"(40.718465382, -74.010466665)",1.9504200035711954
2971,"(40.74176238800004, -73.98513715799999)",1.9504200035711954
2972,"(40.813113971000064, -73.93552769299998)",1.9504200035711954
2973,"(40.71839427400005, -73.99285869999993)",1.9504200035711954
2974,"(40.792020429, -73.95172014)",1.9504200035711954
2975,"(40.731259697, -73.977371165)",1.9504200035711954
2976,"(40.70541155000007, -74.00708148799998)",1.9504200035711954
2977,"(40.78271905600008, -73.98235843199996)",1.9504200035711954
2978,"(40.71895455400005, -73.97545255599994)",1.9504200035711954
2979,"(40.79806922100005, -73.94431885599994)",1.9504200035711954
2980,"(40.808411946000035, -73.95879924899998)",1.9504200035711954
2981,"(40.736748666, -74.002043826)",1.9504200035711954
2982,"(40.772064881, -73.962984475)",1.9504200035711954
2983,"(40.72286797800007, -74.01045292599997)",1.9504200035711954
2984,"(40.725928841, -73.998035166)",1.9504200035711954
2985,"(40.73853734500005, -73.98545542799998)",1.9504200035711954
2986,"(40.80546090100006, -73.96576533399997)",1.9504200035711954
2987,"(40.73670183600007, -74.00656159099998)",1.9504200035711954
2988,"(40.78628977700004, -73.96861714799998)",1.9504200035711954
2989,"(40.77719189100002, -73.98807552899994)",1.9504200035711954
2990,"(40.77204192000005, -73.95998428299998)",1.9504200035711954
2991,"(40.725961465, -74.00872164)",1.9504200035711954
2992,"(40.71299744300006, -73.98599485999993)",1.9504200035711954
2993,"(40.768459916, -73.959647081)",1.9504200035711954
2994,"(40.80101197400006, -73.94516158499994)",1.9504200035711954
2995,"(40.7259876, -73.980547871)",1.9504200035711954
2996,"(40.777191891, -73.988075529)",1.9504200035711954
2997,"(40.80098904500005, -73.94315698599996)",1.9504200035711954
2998,"(40.774685187, -73.982198087)",1.9504200035711954
2999,"(40.786243660000025, -73.953901837)",1.9504200035711954
3000,"(40.788177767, -73.967229547)",1.9504200035711954
3001,"(40.72603825600004, -74.00950094799998)",1.9504200035711954
3002,"(40.72272564, -74.004449719)",1.9504200035711954
3003,"(40.722714403, -74.008887168)",1.9504200035711954
3004,"(40.76706324000003, -73.96992944699997)",1.9504200035711954
3005,"(40.71301200200002, -73.99806801099999)",1.9504200035711954
3006,"(40.71290191700007, -74.00846021499996)",1.9504200035711954
3007,"(40.805442517, -73.959826942)",1.9504200035711954
3008,"(40.72588216200006, -74.00286608299997)",1.9504200035711954
3009,"(40.73676439100007, -73.98675124699997)",1.9504200035711954
3010,"(40.801509174, -73.959399493)",1.9504200035711954
3011,"(40.71272558700008, -73.98500656099996)",1.9504200035711954
3012,"(40.80149886, -73.936546677)",1.9504200035711954
3013,"(40.723230758, -73.999211359)",1.9504200035711954
3014,"(40.77269602200005, -73.96252199499997)",1.9504200035711954
3015,"(40.78661353200005, -73.98048682699994)",1.9504200035711954
3016,"(40.804938090000064, -73.94765072699995)",1.9504200035711954
3017,"(40.80149334900005, -73.96127049499995)",1.9504200035711954
3018,"(40.775083316000064, -73.98314032599995)",1.9504200035711954
3019,"(40.777222450000075, -73.94912759999994)",1.9504200035711954
3020,"(40.723117826, -74.009594331)",1.9504200035711954
3021,"(40.80143415400005, -73.96498722399997)",1.9504200035711954
3022,"(40.76849564100007, -73.95255669999993)",1.9504200035711954
3023,"(40.72304400500008, -73.99491098199996)",1.9504200035711954
3024,"(40.73845573900008, -74.00646794199997)",1.9504200035711954
3025,"(40.757446103, -73.971680817)",1.9504200035711954
3026,"(40.77828095700004, -73.96070267399993)",1.9504200035711954
3027,"(40.72301662600006, -73.99684471199998)",1.9504200035711954
3028,"(40.80517032700004, -73.96702251199997)",1.9504200035711954
3029,"(40.77721438100008, -73.95621167299998)",1.9504200035711954
3030,"(40.801287552, -73.970777243)",1.9504200035711954
3031,"(40.712822391, -73.992581546)",1.9504200035711954
3032,"(40.722961493, -74.008053824)",1.9504200035711954
3033,"(40.75751564800004, -73.96505723199994)",1.9504200035711954
3034,"(40.73676777100008, -74.00539246199997)",1.9504200035711954
3035,"(40.71056063800006, -74.00840581199996)",1.9504200035711954
3036,"(40.75638089800003, -73.96139056999993)",1.9504200035711954
3037,"(40.804879355000025, -73.95141823099993)",1.9504200035711954
3038,"(40.77278972700003, -73.96372420399997)",1.9504200035711954
3039,"(40.78820784200008, -73.97835934499993)",1.9504200035711954
3040,"(40.771935919000036, -73.99022462599999)",1.9504200035711954
3041,"(40.800615323000045, -73.94227238899998)",1.9504200035711954
3042,"(40.77187400300004, -73.95156144799995)",1.9504200035711954
3043,"(40.768756925, -73.961329243)",1.9504200035711954
3044,"(40.72652070100002, -73.98463905999995)",1.9504200035711954
3045,"(40.726527029, -74.006546157)",1.9504200035711954
3046,"(40.74522714900007, -74.00411559599996)",1.9504200035711954
3047,"(40.709961502000056, -74.01580006999995)",1.9504200035711954
3048,"(40.768787573, -73.988806289)",1.9504200035711954
3049,"(40.726580395000035, -73.98012196599996)",1.9504200035711954
3050,"(40.766879975000045, -73.96270216099998)",1.9504200035711954
3051,"(40.800422165, -73.935178796)",1.9504200035711954
3052,"(40.772809557, -73.965738794)",1.9504200035711954
3053,"(40.73629827800004, -73.99216757399995)",1.9504200035711954
3054,"(40.72226407100004, -74.01109860199995)",1.9504200035711954
3055,"(40.74673756100003, -73.97843777699995)",1.9504200035711954
3056,"(40.722264071, -74.011098602)",1.9504200035711954
3057,"(40.74859275200004, -73.97709098699994)",1.9504200035711954
3058,"(40.785904497, -73.95696429)",1.9504200035711954
3059,"(40.806111042, -73.938467584)",1.9504200035711954
3060,"(40.709808819000045, -73.99625739799995)",1.9504200035711954
3061,"(40.80612078200004, -73.95338236299993)",1.9504200035711954
3062,"(40.72669461300006, -74.00273623399994)",1.9504200035711954
3063,"(40.77186814800007, -73.95759794899999)",1.9504200035711954
3064,"(40.76878757300005, -73.98880628899997)",1.9504200035711954
3065,"(40.709984490000075, -73.99644134399993)",1.9504200035711954
3066,"(40.800650385, -73.969274969)",1.9504200035711954
3067,"(40.738765847000025, -74.00728350399999)",1.9504200035711954
3068,"(40.710074708, -74.009765589)",1.9504200035711954
3069,"(40.80570036700004, -73.96812035199997)",1.9504200035711954
3070,"(40.722588369, -74.005214538)",1.9504200035711954
3071,"(40.722574558000076, -73.99311439599995)",1.9504200035711954
3072,"(40.71309693000006, -73.99364202099997)",1.9504200035711954
3073,"(40.75625561600003, -73.99911712199997)",1.9504200035711954
3074,"(40.746525363000046, -74.00537520699999)",1.9504200035711954
3075,"(40.80570756900005, -73.93847156999993)",1.9504200035711954
3076,"(40.800849077, -73.949055366)",1.9504200035711954
3077,"(40.722558221000035, -74.00411058699996)",1.9504200035711954
3078,"(40.76324533200005, -73.960881208)",1.9504200035711954
3079,"(40.72253860200004, -74.01050698999995)",1.9504200035711954
3080,"(40.772022344, -73.958951735)",1.9504200035711954
3081,"(40.76700192100003, -73.95813894999998)",1.9504200035711954
3082,"(40.774629539000045, -73.95809804999993)",1.9504200035711954
3083,"(40.772790032, -73.96470623)",1.9504200035711954
3084,"(40.72631585200002, -74.00197495599997)",1.9504200035711954
3085,"(40.751443182, -73.971033706)",1.9504200035711954
3086,"(40.726335071000044, -73.97480402699995)",1.9504200035711954
3087,"(40.73649050800003, -74.00622598499997)",1.9504200035711954
3088,"(40.73876328100005, -74.00344761499997)",1.9504200035711954
3089,"(40.722461818000056, -74.00971328999998)",1.9504200035711954
3090,"(40.76860327100008, -73.98521781299998)",1.9504200035711954
3091,"(40.73493840700007, -73.98150868599998)",1.9504200035711954
3092,"(40.75770902800008, -73.96042604299998)",1.9504200035711954
3093,"(40.80065613200002, -73.97025740499998)",1.9504200035711954
3094,"(40.80583018700002, -73.96178090099994)",1.9504200035711954
3095,"(40.80076272700006, -73.96856698199997)",1.9504200035711954
3096,"(40.801509699, -73.941469759)",1.9504200035711954
3097,"(40.80154450800006, -73.95842424499993)",1.9504200035711954
3098,"(40.801552393000065, -73.95746707099994)",1.9504200035711954
3099,"(40.82444227800004, -73.95459078899995)",1.9504200035711954
3100,"(40.737338572000056, -73.99265459599997)",1.9504200035711954
3101,"(40.72475931000002, -73.99195246199997)",1.9504200035711954
3102,"(40.777553114, -73.945942752)",1.9504200035711954
3103,"(40.711471206000056, -73.98481927399997)",1.9504200035711954
3104,"(40.71139201600005, -73.98831454199996)",1.9504200035711954
3105,"(40.767530663, -73.963275804)",1.9504200035711954
3106,"(40.73793343900008, -73.98498284699998)",1.9504200035711954
3107,"(40.78757211800007, -73.95391897299999)",1.9504200035711954
3108,"(40.77751306900007, -73.95494774799994)",1.9504200035711954
3109,"(40.72485008800004, -74.00430554899998)",1.9504200035711954
3110,"(40.77798220600005, -73.96196658699995)",1.9504200035711954
3111,"(40.737275257, -74.009830922)",1.9504200035711954
3112,"(40.737264403, -74.008232368)",1.9504200035711954
3113,"(40.73726177, -74.006493085)",1.9504200035711954
3114,"(40.82435127600007, -73.94146412099997)",1.9504200035711954
3115,"(40.71137060600006, -73.996783942)",1.9504200035711954
3116,"(40.80227272100007, -73.970047186)",1.9504200035711954
3117,"(40.74574011900006, -73.99074454599996)",1.9504200035711954
3118,"(40.786918195000055, -73.96815823399999)",1.9504200035711954
3119,"(40.804042681, -73.935572599)",1.9504200035711954
3120,"(40.76750562600006, -73.96224332699995)",1.9504200035711954
3121,"(40.777996875, -73.944086503)",1.9504200035711954
3122,"(40.72491578700004, -73.99232765399995)",1.9504200035711954
3123,"(40.78689710900005, -73.95441055799995)",1.9504200035711954
3124,"(40.724005870000035, -73.98045825599996)",1.9504200035711954
3125,"(40.72405383700004, -74.00899197099994)",1.9504200035711954
3126,"(40.73785727300003, -74.00818192199995)",1.9504200035711954
3127,"(40.76755568900006, -73.96430467199998)",1.9504200035711954
3128,"(40.803257893, -73.969342394)",1.9504200035711954
3129,"(40.78732437100007, -73.98021578099997)",1.9504200035711954
3130,"(40.78731813100006, -73.97623986999997)",1.9504200035711954
3131,"(40.76766092600008, -73.96746707799997)",1.9504200035711954
3132,"(40.73749437700008, -73.98575516099999)",1.9504200035711954
3133,"(40.787261037, -73.979053)",1.9504200035711954
3134,"(40.80292988200006, -73.94974367099996)",1.9504200035711954
3135,"(40.737637031, -73.985184989)",1.9504200035711954
3136,"(40.76762755500005, -73.95768007299995)",1.9504200035711954
3137,"(40.77771568000002, -73.94729661799995)",1.9504200035711954
3138,"(40.80290243500008, -73.94379829299999)",1.9504200035711954
3139,"(40.777850983000064, -73.95574908799993)",1.9504200035711954
3140,"(40.786897109, -73.954410558)",1.9504200035711954
3141,"(40.825320228000066, -73.95368687899997)",1.9504200035711954
3142,"(40.737709693000056, -73.97648850199994)",1.9504200035711954
3143,"(40.80274278100006, -73.93757130599994)",1.9504200035711954
3144,"(40.73774302000004, -73.97848398899998)",1.9504200035711954
3145,"(40.737420557, -73.988324412)",1.9504200035711954
3146,"(40.80265117300007, -73.968836991)",1.9504200035711954
3147,"(40.77787405400005, -73.95874953999999)",1.9504200035711954
3148,"(40.787468369000074, -73.94872254099994)",1.9504200035711954
3149,"(40.724177248000046, -74.01022584199995)",1.9504200035711954
3150,"(40.761233678000046, -73.98553710899995)",1.9504200035711954
3151,"(40.74606773700003, -73.97788221599995)",1.9504200035711954
3152,"(40.77234505200005, -73.95578523999995)",1.9504200035711954
3153,"(40.73735446300003, -73.98632893799999)",1.9504200035711954
3154,"(40.76756933100006, -73.994734297)",1.9504200035711954
3155,"(40.77250201200008, -73.95713541799995)",1.9504200035711954
3156,"(40.737198761, -74.003790337)",1.9504200035711954
3157,"(40.80421561600008, -73.96864842999997)",1.9504200035711954
3158,"(40.80454426200004, -73.95778663899995)",1.9504200035711954
3159,"(40.73697606800005, -74.009953565)",1.9504200035711954
3160,"(40.757331313, -73.963642383)",1.9504200035711954
3161,"(40.756565685000055, -73.97443886199994)",1.9504200035711954
3162,"(40.801724988, -73.938504146)",1.9504200035711954
3163,"(40.73815913300007, -73.99096210999993)",1.9504200035711954
3164,"(40.73697339700004, -74.00905144999997)",1.9504200035711954
3165,"(40.72343346200007, -73.99027503199994)",1.9504200035711954
3166,"(40.74875415500002, -73.99597370199997)",1.9504200035711954
3167,"(40.76366611800007, -73.97346507299993)",1.9504200035711954
3168,"(40.73695999200004, -74.00292790399999)",1.9504200035711954
3169,"(40.76109157100007, -73.96351037799997)",1.9504200035711954
3170,"(40.76730450400004, -73.98169825599996)",1.9504200035711954
3171,"(40.723384274000075, -73.97398619099994)",1.9504200035711954
3172,"(40.72336492, -74.008760985)",1.9504200035711954
3173,"(40.80164379000007, -73.96858462599994)",1.9504200035711954
3174,"(40.712674276, -73.994410383)",1.9504200035711954
3175,"(40.7254867, -74.007621189)",1.9504200035711954
3176,"(40.710840895, -74.0018735)",1.9504200035711954
3177,"(40.801614616000045, -73.942697733)",1.9504200035711954
3178,"(40.736929691, -74.005796622)",1.9504200035711954
3179,"(40.74635765000005, -73.99029334099998)",1.9504200035711954
3180,"(40.801597647000044, -73.97054593999997)",1.9504200035711954
3181,"(40.738271951, -74.004017736)",1.9504200035711954
3182,"(40.725558127000056, -73.99339910799995)",1.9504200035711954
3183,"(40.804872148000065, -73.94749906799996)",1.9504200035711954
3184,"(40.801691004, -73.970690377)",1.9504200035711954
3185,"(40.745122677, -74.007504342)",1.9504200035711954
3186,"(40.723502445, -74.003309731)",1.9504200035711954
3187,"(40.738150964000056, -74.00815669799994)",1.9504200035711954
3188,"(40.711322845, -73.983766046)",1.9504200035711954
3189,"(40.80203821400005, -73.93412613499999)",1.9504200035711954
3190,"(40.725039242, -74.00850505)",1.9504200035711954
3191,"(40.80422138700004, -73.94692886999997)",1.9504200035711954
3192,"(40.7381231, -73.987256168)",1.9504200035711954
3193,"(40.71227191400004, -73.97984487799994)",1.9504200035711954
3194,"(40.725083293, -74.006430565)",1.9504200035711954
3195,"(40.767453989, -73.99349604)",1.9504200035711954
3196,"(40.71127352000008, -73.98435040199998)",1.9504200035711954
3197,"(40.804311122, -73.958231075)",1.9504200035711954
3198,"(40.74622131300004, -73.97721450699999)",1.9504200035711954
3199,"(40.73814566, -74.004883772)",1.9504200035711954
3200,"(40.82610756800005, -73.95271796899993)",1.9504200035711954
3201,"(40.737075290000064, -74.00213765699993)",1.9504200035711954
3202,"(40.738145660000036, -74.00488377199997)",1.9504200035711954
3203,"(40.80193518500005, -73.97029656499996)",1.9504200035711954
3204,"(40.77800450000007, -73.96299922699995)",1.9504200035711954
3205,"(40.763406514000046, -73.97902801199997)",1.9504200035711954
3206,"(40.711086727, -73.983286365)",1.9504200035711954
3207,"(40.777482908, -73.988830102)",1.9504200035711954
3208,"(40.712364836, -73.977680577)",1.9504200035711954
3209,"(40.723573344, -74.010853494)",1.9504200035711954
3210,"(40.746305173000046, -73.97168194399995)",1.9504200035711954
3211,"(40.738148326000044, -74.00647151999993)",1.9504200035711954
3212,"(40.757289099, -73.960476826)",1.9504200035711954
3213,"(40.75728909900005, -73.96047682599993)",1.9504200035711954
3214,"(40.804362937000064, -73.95731717899997)",1.9504200035711954
3215,"(40.709781157, -73.992030016)",1.9504200035711954
3216,"(40.722461818, -74.00971329)",1.9504200035711954
3217,"(40.776694559, -73.960876918)",1.9504200035711954
3218,"(40.785350946000044, -73.98043664199997)",1.9504200035711954
3219,"(40.807138872000046, -73.95288315799998)",1.9504200035711954
3220,"(40.775230406, -73.976684667)",1.9504200035711954
3221,"(40.727699094, -73.994470458)",1.9504200035711954
3222,"(40.80720965500007, -73.96701788899996)",1.9504200035711954
3223,"(40.72142351000008, -73.98337396299998)",1.9504200035711954
3224,"(40.757843983, -73.961797604)",1.9504200035711954
3225,"(40.76179763300007, -73.95744191899996)",1.9504200035711954
3226,"(40.72137795700007, -73.97443792599995)",1.9504200035711954
3227,"(40.77669422, -73.959891223)",1.9504200035711954
3228,"(40.799396535, -73.971175374)",1.9504200035711954
3229,"(40.74473286200004, -74.00838125399997)",1.9504200035711954
3230,"(40.744713651, -74.008352381)",1.9504200035711954
3231,"(40.714062461000026, -74.01358260599994)",1.9504200035711954
3232,"(40.735370611000064, -74.00688982099996)",1.9504200035711954
3233,"(40.735370611, -74.006889821)",1.9504200035711954
3234,"(40.80734611100007, -73.96439170299993)",1.9504200035711954
3235,"(40.78496158600007, -73.96958553699994)",1.9504200035711954
3236,"(40.784895885, -73.95362472)",1.9504200035711954
3237,"(40.77170203300005, -73.98483081899997)",1.9504200035711954
3238,"(40.727973528000064, -74.00631538999993)",1.9504200035711954
3239,"(40.776637937, -73.963996513)",1.9504200035711954
3240,"(40.727800758, -74.002353836)",1.9504200035711954
3241,"(40.779149276, -73.973819978)",1.9504200035711954
3242,"(40.709231319000025, -74.01634454699997)",1.9504200035711954
3243,"(40.799447675000074, -73.967386531)",1.9504200035711954
3244,"(40.72733668600006, -74.00732194099999)",1.9504200035711954
3245,"(40.80675735900007, -73.94096665499995)",1.9504200035711954
3246,"(40.76078326600003, -73.98349769999999)",1.9504200035711954
3247,"(40.806776121, -73.958886956)",1.9504200035711954
3248,"(40.721652226, -74.008291768)",1.9504200035711954
3249,"(40.72164642000007, -74.01189217599993)",1.9504200035711954
3250,"(40.71375033000004, -73.99739344399995)",1.9504200035711954
3251,"(40.80682583000004, -73.94627658999997)",1.9504200035711954
3252,"(40.77882348900005, -73.94501737499998)",1.9504200035711954
3253,"(40.744849920000036, -73.98288452799993)",1.9504200035711954
3254,"(40.74481392400003, -73.98088521899997)",1.9504200035711954
3255,"(40.80691054600004, -73.96724560999998)",1.9504200035711954
3256,"(40.709325802, -73.999950949)",1.9504200035711954
3257,"(40.709317281, -74.008113493)",1.9504200035711954
3258,"(40.713807371, -74.012024243)",1.9504200035711954
3259,"(40.806989336, -73.964518322)",1.9504200035711954
3260,"(40.77460315700006, -73.96113810199995)",1.9504200035711954
3261,"(40.74483329900005, -73.98188487199997)",1.9504200035711954
3262,"(40.821764425, -73.944327934)",1.9504200035711954
3263,"(40.74482308, -73.971974893)",1.9504200035711954
3264,"(40.789272058000044, -73.97472243099996)",1.9504200035711954
3265,"(40.721501102, -74.010301191)",1.9504200035711954
3266,"(40.74697518000005, -73.98984212599999)",1.9504200035711954
3267,"(40.79903098500005, -73.96026061799995)",1.9504200035711954
3268,"(40.82752180500006, -73.94222013799998)",1.9504200035711954
3269,"(40.75820162600007, -73.99796924299993)",1.9504200035711954
3270,"(40.773034032, -73.949246333)",1.9504200035711954
3271,"(40.784697779000055, -73.98091710299997)",1.9504200035711954
3272,"(40.773034032000055, -73.94924633299998)",1.9504200035711954
3273,"(40.798385809, -73.959784248)",1.9504200035711954
3274,"(40.79835320700005, -73.96075583699997)",1.9504200035711954
3275,"(40.78989775500003, -73.97426355699997)",1.9504200035711954
3276,"(40.779232796, -73.959023116)",1.9504200035711954
3277,"(40.73499975800007, -73.98907537399998)",1.9504200035711954
3278,"(40.76640107000002, -73.96739910299993)",1.9504200035711954
3279,"(40.769178116, -73.965238844)",1.9504200035711954
3280,"(40.708535067, -74.007464153)",1.9504200035711954
3281,"(40.72856376700002, -73.99635736899995)",1.9504200035711954
3282,"(40.720782988000046, -73.97752984799997)",1.9504200035711954
3283,"(40.74007471400005, -73.98814712499995)",1.9504200035711954
3284,"(40.77925270900005, -73.96104150999997)",1.9504200035711954
3285,"(40.761821937, -73.997604542)",1.9504200035711954
3286,"(40.79820759100004, -73.96933027299998)",1.9504200035711954
3287,"(40.779372352000046, -73.97736926)",1.9504200035711954
3288,"(40.75096922100005, -73.99807773899995)",1.9504200035711954
3289,"(40.70845554, -74.006273864)",1.9504200035711954
3290,"(40.77150459400008, -73.98629304599996)",1.9504200035711954
3291,"(40.720754156000055, -73.98615917899998)",1.9504200035711954
3292,"(40.75832837900003, -73.96601335299994)",1.9504200035711954
3293,"(40.708540791, -74.001382894)",1.9504200035711954
3294,"(40.77157651400006, -73.99228617699998)",1.9504200035711954
3295,"(40.72090560400005, -73.99106906899993)",1.9504200035711954
3296,"(40.75566008900006, -73.97521885399993)",1.9504200035711954
3297,"(40.78960531, -73.980605123)",1.9504200035711954
3298,"(40.728113913, -73.975925435)",1.9504200035711954
3299,"(40.72114460200004, -73.99428340599997)",1.9504200035711954
3300,"(40.807636944, -73.964044767)",1.9504200035711954
3301,"(40.76403223300008, -73.97857296499996)",1.9504200035711954
3302,"(40.70870496600002, -74.01093042499997)",1.9504200035711954
3303,"(40.807719347000045, -73.96423978699994)",1.9504200035711954
3304,"(40.769132229000036, -73.95209053099995)",1.9504200035711954
3305,"(40.708694113, -74.009516509)",1.9504200035711954
3306,"(40.798791796000046, -73.96778053999998)",1.9504200035711954
3307,"(40.80777807800007, -73.95925840299998)",1.9504200035711954
3308,"(40.77166575900003, -73.98085946099997)",1.9504200035711954
3309,"(40.784833817, -73.949612888)",1.9504200035711954
3310,"(40.77164415900006, -73.94695121999997)",1.9504200035711954
3311,"(40.72099916700005, -74.00492219799997)",1.9504200035711954
3312,"(40.807892024000076, -73.95564964599998)",1.9504200035711954
3313,"(40.80791362100007, -73.95472127099998)",1.9504200035711954
3314,"(40.80792422200005, -73.95376761599994)",1.9504200035711954
3315,"(40.74723822, -73.971006662)",1.9504200035711954
3316,"(40.735167399, -74.008401701)",1.9504200035711954
3317,"(40.80794964100005, -73.94895962399994)",1.9504200035711954
3318,"(40.771584595, -73.948763653)",1.9504200035711954
3319,"(40.768958719000075, -73.95068990399994)",1.9504200035711954
3320,"(40.70946996400005, -74.01736176899993)",1.9504200035711954
3321,"(40.732738432000076, -73.99381695099999)",1.9504200035711954
3322,"(40.785618428, -73.955343096)",1.9504200035711954
3323,"(40.73598330400005, -73.97678860899998)",1.9504200035711954
3324,"(40.73917419500003, -73.98600379299995)",1.9504200035711954
3325,"(40.709538461, -74.018158928)",1.9504200035711954
3326,"(40.80002470800008, -73.96973396599996)",1.9504200035711954
3327,"(40.78906240400005, -73.97030230799999)",1.9504200035711954
3328,"(40.726938880000034, -73.99666052199996)",1.9504200035711954
3329,"(40.76381596600004, -73.96900677699995)",1.9504200035711954
3330,"(40.721800321000046, -74.00984667599994)",1.9504200035711954
3331,"(40.827208744000075, -73.93668114799993)",1.9504200035711954
3332,"(40.71345617800005, -73.98936386999998)",1.9504200035711954
3333,"(40.79984474200006, -73.96428735899997)",1.9504200035711954
3334,"(40.735867567, -74.003436639)",1.9504200035711954
3335,"(40.768918036, -73.967535057)",1.9504200035711954
3336,"(40.78897040000004, -73.97595037799994)",1.9504200035711954
3337,"(40.80661842200004, -73.93773383299998)",1.9504200035711954
3338,"(40.80649335100002, -73.96725665199995)",1.9504200035711954
3339,"(40.788735057000046, -73.97960505899994)",1.9504200035711954
3340,"(40.746823650000074, -73.98469934199994)",1.9504200035711954
3341,"(40.73908703200004, -74.00645717699997)",1.9504200035711954
3342,"(40.778712452, -73.987862223)",1.9504200035711954
3343,"(40.789076838, -73.937696069)",1.9504200035711954
3344,"(40.80649032200006, -73.96627051599995)",1.9504200035711954
